"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","GBA","Interior","Fernandez","Macri","Lavagna"
"1",0.309,0.291,0.326,0.301,0.322,0.306,0.293,0.371,0.306,0.233,0.303,0.321,0.242,0.386,0.206
"2",0.08,0.088,0.073,0.104,0.085,0.072,0.05,0.097,0.081,0.057,0.079,0.082,0.074,0.076,0.076
"3",0.057,0.067,0.047,0.084,0.051,0.06,0.031,0.056,0.056,0.059,0.057,0.057,0.032,0.078,0.058
"4",0.073,0.084,0.064,0.028,0.059,0.062,0.176,0.081,0.071,0.066,0.071,0.077,0.06,0.094,0.097
"5",0.196,0.198,0.194,0.218,0.196,0.204,0.162,0.164,0.206,0.223,0.2,0.189,0.158,0.189,0.337
"6",0.04,0.042,0.037,0.037,0.04,0.046,0.034,0.018,0.04,0.067,0.039,0.041,0.058,0.032,0.048
"7",0.064,0.063,0.065,0.065,0.064,0.071,0.051,0.035,0.062,0.104,0.064,0.063,0.115,0.037,0.041
"8",0.041,0.04,0.042,0.034,0.043,0.048,0.035,0.03,0.036,0.064,0.038,0.048,0.058,0.038,0.023
"9",0.14,0.127,0.152,0.129,0.14,0.131,0.168,0.148,0.142,0.127,0.149,0.122,0.203,0.07,0.114
