"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","GBA","Interior","Fernandez","Macri","Lavagna"
"A Horacio Rodriguez Larreta",0.248,0.26,0.238,0.246,0.277,0.24,0.201,0.297,0.213,0.248,0.24,0.265,0.208,0.253,0.313
"A Mauricio Macri",0.356,0.338,0.371,0.355,0.343,0.369,0.365,0.339,0.397,0.31,0.375,0.317,0.242,0.388,0.142
"A Patricia Bullrich",0.261,0.238,0.281,0.248,0.24,0.277,0.294,0.245,0.245,0.303,0.267,0.25,0.27,0.261,0.157
"A Facundo Manes",0.101,0.119,0.086,0.116,0.102,0.088,0.104,0.095,0.107,0.099,0.083,0.137,0.201,0.073,0.232
"A Gerardo Morales",0.034,0.045,0.024,0.035,0.038,0.026,0.036,0.024,0.038,0.04,0.035,0.031,0.079,0.025,0.156
