"var","categoria","Lo votaría","Puede que lo vote","Nunca lo votaría","No sabe"
"P05","Marcos Koopmann a gobernador y Ana Pechén a vicegobernadora",0.17,0.371,0.46,0.224
"P05","“Rolo” Figueroa a gobernador y Gloria Ruiz a vicegobernadora",0.749,0.309,0.11,0.055
"P05","Ramón Rioseco a gobernador y Ayelén Gutiérrez a vicegobernadora",0.034,0.13,0.109,0.118
"P05","Pablo Cervi a gobernador y Jorge Taylor a vicegobernador",0.007,0.035,0.048,0.023
"P05","Carlos Eguía a gobernador y Catalina Uleri a vicegobernadora",0.013,0.063,0.106,0.058
"P05","Patricia Jure a gobernadora y Raúl Godoy a vicegobernador",0,0.022,0.05,0.032
"P05","En blanco",0.014,0.036,0.036,0.078
"P05","No sabe",0.013,0.034,0.081,0.412
"P07","Lo votaría",0.24,0.234,0.37,0.191
"P07","Puede que lo vote",0.09,0.446,0.112,0.098
"P07","Nunca lo votaría",0.584,0.214,0.476,0.088
"P07","No sabe",0.086,0.106,0.042,0.623
"P09","Lo votaría",0.211,0.204,0.14,0.109
"P09","Puede que lo vote",0.152,0.382,0.041,0.066
"P09","Nunca lo votaría",0.557,0.309,0.806,0.159
"P09","No sabe",0.08,0.105,0.013,0.666
"P10","Lo votaría",0.119,0.081,0.09,0.019
"P10","Puede que lo vote",0.137,0.372,0.084,0.038
"P10","Nunca lo votaría",0.661,0.407,0.773,0.181
"P10","No sabe",0.083,0.14,0.053,0.762
"P11","Lo votaría",0.114,0.093,0.134,0.07
"P11","Puede que lo vote",0.144,0.343,0.103,0.073
"P11","Nunca lo votaría",0.66,0.429,0.718,0.153
"P11","No sabe",0.082,0.135,0.045,0.704
