"var","categoria","Tiene Decidido que va a ir a votar","Tiene dudas sobre si va a ir a  votar","Tiene Decidido que no va a ir a votar"
"P05","Mucho",0.396,0.342,0.195
"P05","Bastante",0.289,0.212,0.134
"P05","Poco",0.184,0.106,0.16
"P05","Nada",0.109,0.32,0.388
"P05","No sabe",0.022,0.02,0.123
"P06","Siempre",0.197,0.075,0.172
"P06","Casi siempre",0.302,0.306,0.164
"P06","Casi nunca",0.328,0.311,0.207
"P06","Nunca, pero esta es una excepción",0.173,0.308,0.457
"P09","Unión por la Patria",0.275,0.121,0.049
"P09","Juntos por el Cambio",0.228,0.192,0.113
"P09","Juntos Somos Río Negro",0.122,0.073,0.126
"P09","Liberales",0.141,0.044,0.133
"P09","Izquierda",0.054,0.095,0.048
"P09","Otro",0.041,0.089,0.089
"P09","No sabe",0.139,0.386,0.442
"P10","Sergio Massa a Presidente, Agustín Rossi a Vicepresidente y Martín Soria a Diputado Nacional por Unión por la Patria",0.232,0.113,0
"P10","Juan Grabois a Presidente, Paula Abal Medina a Vicepresidente y Martín Soria a Diputado Nacional por Unión por la Patria",0.092,0.125,0.056
"P10","Patricia Bullrich a Presidente, Luis Petri a Vicepresidente y Sergio Capozzi a Diputado Nacional por Juntos por el Cambio",0.175,0.266,0.196
"P10","Horacio Rodríguez Larreta a Presidente, Gerardo Morales a Vicepresidente y Roberto Brusa a Diputado Nacional por Juntos por el Cambio",0.075,0.051,0.006
"P10","Luis Di Giacomo a Diputado Nacional por Juntos somos Rio Negro",0.077,0.037,0.047
"P10","Javier Milei a Presidente, Victoria Villarruel a Vicepresidente y Lorena Villaverde a Diputada Nacional por la Libertad Avanza",0.21,0.066,0.167
"P10","Myriam Bregman a Presidente, Nicolas del Caño a Vicepresidente y Alhue Gavuzzo a Diputada Nacional por el Frente de Izquierda",0.024,0.073,0
"P10","En blanco",0.021,0.067,0.159
"P10","No sabe",0.094,0.202,0.369
"P14","Sergio Massa a Presidente, Agustín Rossi a Vicepresidente por Unión por la Patria",0.177,0,0
"P14","Juan Grabois a Presidente, Paula Abal Medina a Vicepresidente y por Unión por la Patria",0.012,0,0
"P14","Patricia Bullrich a Presidente, Luis Petri a Vicepresidente por Juntos por el Cambio",0.083,0.176,0
"P14","Horacio Rodríguez Larreta a Presidente, Gerardo Morales a Vicepresidente por Juntos por el Cambio",0.067,0.425,0
"P14","Javier Milei a Presidente, Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.17,0,0
"P14","Myriam Bregman a Presidente, Nicolas del Caño a Vicepresidente el Frente de Izquierda",0,0,0
"P14","En blanco",0.358,0.399,0.4
"P14","No sabe",0.133,0,0.6
"P17","Sí",0.584,0.604,0.531
"P17","No",0.416,0.396,0.469
"P18","Martín Soria a Diputado Nacional por Unión por la Patria",0.171,0.208,0.244
"P18","Sergio Capozzi a Diputado Nacional por Juntos por el Cambio",0.171,0.117,0.208
"P18","Roberto Brusa a Diputado Nacional por Juntos por el Cambio",0.106,0.073,0.161
"P18","Luis Di Giacomo a Diputado Nacional por Juntos somos Rio Negro",0.232,0.148,0.267
"P18","Lorena Villaverde a Diputada Nacional por la Libertad Avanza",0.179,0.044,0.034
"P18","Alhue Gavuzzo a Diputada Nacional por el Frente de Izquierda",0.063,0.139,0.026
"P18","En blanco",0.039,0.123,0.03
"P18","No sabe",0.039,0.148,0.03
"P22","Totalmente seguro",0.612,0.191,0.294
"P22","Bastante seguro",0.187,0.301,0.069
"P22","Algo seguro",0.098,0.05,0.062
"P22","Para nada seguro",0.103,0.458,0.575
"P24","Sergio Massa a Presidente, Agustín Rossi a Vicepresidente y Martín Soria a Diputado Nacional por Unión por la Patria",0.281,0.162,0.087
"P24","Patricia Bullrich a Presidente, Luis Petri a Vicepresidente y Sergio Capozzi a Diputado Nacional por Juntos por el Cambio",0.21,0.185,0.146
"P24","Luis Di Giacomo a Diputado Nacional por Juntos somos Rio Negro",0.09,0.108,0.024
"P24","Javier Milei a Presidente, Victoria Villarruel a Vicepresidente y Lorena Villaverde a Diputada Nacional por la Libertad Avanza",0.221,0.12,0.256
"P24","Myriam Bregman a Presidente y Nicolás del Caño a Vicepresidente por el Frente de Izquierda",0.037,0.09,0
"P24","Otros",0.071,0.066,0
"P24","En blanco",0.014,0.025,0.22
"P24","No sabe",0.076,0.244,0.267
