"var","categoria","Mucho","Bastante","Poco","Nada","No sabe"
"P14","Patricia Bullrich a Presidente, Luis Petri a Vicepresidente por Juntos por el Cambio",0.079,0.134,0.045,0,0
"P14","Horacio Rodríguez Larreta a Presidente, Gerardo Morales a Vicepresidente por Juntos por el Cambio",0.111,0.143,0,0,0
"P14","Javier Milei a Presidente, Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.274,0.084,0,0,0
"P14","Myriam Bregman a Presidente, Nicolas del Caño a Vicepresidente el Frente de Izquierda",0,0,0,0,0
"P14","En blanco",0.374,0.207,0.36,0.884,0.5
"P14","No sabe",0.029,0.18,0.329,0.116,0.5
"P17","Sí",0.558,0.595,0.605,0.628,0.464
"P17","No",0.442,0.405,0.395,0.372,0.536
"P18","Martín Soria a Diputado Nacional por Unión por la Patria",0.186,0.204,0.148,0.133,0.389
"P18","Sergio Capozzi a Diputado Nacional por Juntos por el Cambio",0.2,0.103,0.185,0.187,0.114
"P18","Roberto Brusa a Diputado Nacional por Juntos por el Cambio",0.088,0.14,0.106,0.09,0
"P18","Luis Di Giacomo a Diputado Nacional por Juntos somos Rio Negro",0.215,0.257,0.276,0.173,0
"P18","Lorena Villaverde a Diputada Nacional por la Libertad Avanza",0.182,0.207,0.069,0.128,0.066
"P18","Alhue Gavuzzo a Diputada Nacional por el Frente de Izquierda",0.092,0.025,0.082,0.061,0.248
"P18","En blanco",0.013,0.026,0.041,0.152,0.183
"P18","No sabe",0.024,0.038,0.093,0.076,0
"P22","Totalmente seguro",0.683,0.557,0.42,0.364,0.778
"P22","Bastante seguro",0.177,0.242,0.209,0.159,0.015
"P22","Algo seguro",0.064,0.112,0.183,0.042,0.034
"P22","Para nada seguro",0.076,0.089,0.188,0.435,0.173
"P23","Tiene Decidido que va a ir a votar",0.903,0.915,0.913,0.69,0.748
"P23","Tiene dudas sobre si va a ir a  votar",0.078,0.067,0.052,0.202,0.067
"P23","Tiene Decidido que no va a ir a votar",0.019,0.018,0.035,0.108,0.185
"P24","Sergio Massa a Presidente, Agustín Rossi a Vicepresidente y Martín Soria a Diputado Nacional por Unión por la Patria",0.321,0.252,0.216,0.186,0.262
"P24","Patricia Bullrich a Presidente, Luis Petri a Vicepresidente y Sergio Capozzi a Diputado Nacional por Juntos por el Cambio",0.215,0.272,0.146,0.151,0.039
"P24","Luis Di Giacomo a Diputado Nacional por Juntos somos Rio Negro",0.104,0.071,0.092,0.091,0
"P24","Javier Milei a Presidente, Victoria Villarruel a Vicepresidente y Lorena Villaverde a Diputada Nacional por la Libertad Avanza",0.186,0.222,0.256,0.2,0.38
"P24","Myriam Bregman a Presidente y Nicolás del Caño a Vicepresidente por el Frente de Izquierda",0.034,0.042,0.036,0.01,0.222
"P24","Otros",0.075,0.066,0.067,0.059,0.021
"P24","En blanco",0.013,0.031,0.024,0.043,0
"P24","No sabe",0.052,0.044,0.163,0.26,0.076
"P28","Sergio Massa a Presidente, Agustín Rossi a Vicepresidente y Martín Soria a Diputado Nacional por Unión por la Patria",0.347,0.271,0.214,0.213,0.029
"P28","Horacio Rodríguez Larreta a Presidente, Gerardo Morales a Vicepresidente por Juntos por el Cambio",0.141,0.207,0.141,0.042,0.009
"P28","Luis Di Giacomo a Diputado Nacional por Juntos somos Rio Negro",0.103,0.098,0.085,0.073,0.119
"P28","Javier Milei a Presidente, Victoria Villarruel a Vicepresidente y Lorena Villaverde a Diputada Nacional por la Libertad Avanza",0.207,0.215,0.272,0.287,0.365
"P28","Myriam Bregman a Presidente y Nicolás del Caño a Vicepresidente por el Frente de Izquierda",0.05,0.033,0.058,0.011,0.145
"P28","Otros",0.084,0.058,0.063,0.136,0.142
"P28","En blanco",0.017,0.019,0.025,0.06,0.016
"P28","No sabe",0.051,0.099,0.142,0.178,0.175
"P32","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.425,0.37,0.281,0.322,0.366
"P32","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.355,0.408,0.308,0.142,0.162
"P32","En blanco",0.103,0.107,0.093,0.203,0.028
"P32","No sabe",0.117,0.115,0.318,0.333,0.444
"P33","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.289,0.406,0.226,0.175,0.024
"P33","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.256,0.217,0.294,0.305,0.345
"P33","En blanco",0.285,0.244,0.236,0.213,0.326
"P33","No sabe",0.17,0.133,0.244,0.307,0.305
"P34","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.416,0.4,0.245,0.282,0.294
"P34","Horacio Rodríguez Larreta  a Presidente y Gerardo Morales a Vicepresidente por Juntos por el Cambio",0.325,0.365,0.311,0.159,0.224
"P34","En blanco",0.153,0.136,0.174,0.18,0.137
"P34","No sabe",0.106,0.099,0.27,0.379,0.345
"P35","Horacio Rodríguez Larreta  a Presidente y Gerardo Morales a Vicepresidente por Juntos por el Cambio",0.286,0.386,0.249,0.065,0.128
"P35","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.266,0.286,0.233,0.32,0.302
"P35","En blanco",0.294,0.23,0.255,0.209,0.312
"P35","No sabe",0.154,0.098,0.263,0.406,0.258
"P36","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.426,0.388,0.288,0.285,0.288
"P36","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.311,0.372,0.321,0.294,0.303
"P36","En blanco",0.144,0.138,0.144,0.118,0.016
"P36","No sabe",0.119,0.102,0.247,0.303,0.393
"P37","Lo votaría",0.39,0.327,0.266,0.281,0.224
"P37","Puede que lo vote",0.103,0.071,0.058,0.092,0
"P37","Nunca lo votaría",0.435,0.563,0.49,0.457,0.207
"P37","No sabe",0.072,0.039,0.186,0.17,0.569
"P38","Lo votaría",0.28,0.181,0.116,0.168,0
"P38","Puede que lo vote",0.1,0.131,0.127,0.052,0.184
"P38","Nunca lo votaría",0.521,0.616,0.558,0.574,0.233
"P38","No sabe",0.099,0.072,0.199,0.206,0.583
"P39","Lo votaría",0.297,0.322,0.27,0.086,0.232
"P39","Puede que lo vote",0.11,0.132,0.063,0.085,0
"P39","Nunca lo votaría",0.513,0.449,0.534,0.613,0.519
"P39","No sabe",0.08,0.097,0.133,0.216,0.249
"P40","Lo votaría",0.216,0.201,0.228,0.077,0.217
"P40","Puede que lo vote",0.18,0.181,0.218,0.148,0.05
"P40","Nunca lo votaría",0.5,0.566,0.433,0.582,0.692
"P40","No sabe",0.104,0.052,0.121,0.193,0.041
"P41","Lo votaría",0.152,0.091,0.068,0.043,0.255
"P41","Puede que lo vote",0.169,0.11,0.216,0.07,0
"P41","Nunca lo votaría",0.501,0.589,0.377,0.598,0.728
"P41","No sabe",0.178,0.21,0.339,0.289,0.017
"P42","Lo votaría",0.244,0.244,0.162,0.347,0.256
"P42","Puede que lo vote",0.131,0.182,0.16,0.092,0.012
"P42","Nunca lo votaría",0.564,0.491,0.531,0.348,0.575
"P42","No sabe",0.061,0.083,0.147,0.213,0.157
"P43","Lo votaría",0.16,0.081,0.066,0.129,0.198
"P43","Puede que lo vote",0.172,0.125,0.09,0.056,0.012
"P43","Nunca lo votaría",0.567,0.716,0.623,0.491,0.773
"P43","No sabe",0.101,0.078,0.221,0.324,0.017
"P44","Sí",0.486,0.428,0.341,0.209,0.101
"P44","No",0.514,0.572,0.659,0.791,0.899
"PRESIDENTE","Sergio Massa a Presidente, Agustín Rossi a Vicepresidente y Martín Soria a Diputado Nacional por Unión por la Patria",0.265,0.198,0.207,0.11,0.091
"PRESIDENTE","Juan Grabois a Presidente, Paula Abal Medina a Vicepresidente y Martín Soria a Diputado Nacional por Unión por la Patria",0.137,0.115,0.053,0.078,0.072
"PRESIDENTE","Patricia Bullrich a Presidente, Luis Petri a Vicepresidente y Sergio Capozzi a Diputado Nacional por Juntos por el Cambio",0.189,0.24,0.167,0.133,0.207
"PRESIDENTE","Horacio Rodríguez Larreta a Presidente, Gerardo Morales a Vicepresidente y Roberto Brusa a Diputado Nacional por Juntos por el Cambio",0.08,0.101,0.054,0.032,0.039
"PRESIDENTE","Javier Milei a Presidente, Victoria Villarruel a Vicepresidente y Lorena Villaverde a Diputada Nacional por la Libertad Avanza",0.199,0.177,0.207,0.21,0.194
"PRESIDENTE","Myriam Bregman a Presidente, Nicolas del Caño a Vicepresidente y Alhue Gavuzzo a Diputada Nacional por el Frente de Izquierda",0.016,0.02,0.03,0.045,0.082
"PRESIDENTE","En blanco",0.048,0.037,0.091,0.151,0.083
"PRESIDENTE","No sabe",0.066,0.112,0.191,0.241,0.232
"DIPUTADOS","Martín Soria a Diputado Nacional por Unión por la Patria",0.27,0.283,0.218,0.158,0.268
"DIPUTADOS","Sergio Capozzi a Diputado Nacional por Juntos por el Cambio",0.187,0.157,0.183,0.149,0.122
"DIPUTADOS","Roberto Brusa a Diputado Nacional por Juntos por el Cambio",0.077,0.121,0.074,0.07,0.02
"DIPUTADOS","Luis Di Giacomo a Diputado Nacional por Juntos somos Rio Negro",0.203,0.191,0.273,0.221,0.065
"DIPUTADOS","Lorena Villaverde a Diputada Nacional por la Libertad Avanza",0.184,0.184,0.135,0.171,0.263
"DIPUTADOS","Alhue Gavuzzo a Diputada Nacional por el Frente de Izquierda",0.057,0.017,0.037,0.042,0.109
"DIPUTADOS","En blanco",0.01,0.025,0.037,0.131,0.153
"DIPUTADOS","No sabe",0.012,0.022,0.043,0.058,0
