"var","categoria","Mucho","Bastante","Poco","Nada","No sabe"
"P06","Siempre",0.328,0.104,0.082,0.076,0.128
"P06","Casi siempre",0.281,0.463,0.231,0.102,0.053
"P06","Casi nunca",0.255,0.305,0.491,0.321,0.231
"P06","Nunca, pero esta es una excepción",0.136,0.128,0.196,0.501,0.588
"P09","Unión por la Patria",0.334,0.233,0.155,0.106,0.038
"P09","Juntos por el Cambio",0.237,0.293,0.182,0.14,0.122
"P09","Juntos Somos Río Negro",0.093,0.104,0.232,0.104,0.169
"P09","Liberales",0.12,0.135,0.105,0.076,0.192
"P09","Izquierda",0.07,0.037,0.08,0.066,0.178
"P09","Otro",0.022,0.05,0.035,0.124,0.126
"P09","No sabe",0.124,0.148,0.211,0.384,0.175
"P10","Sergio Massa a Presidente, Agustín Rossi a Vicepresidente y Martín Soria a Diputado Nacional por Unión por la Patria",0.251,0.189,0.19,0.11,0.091
"P10","Juan Grabois a Presidente, Paula Abal Medina a Vicepresidente y Martín Soria a Diputado Nacional por Unión por la Patria",0.137,0.115,0.051,0.078,0.072
"P10","Patricia Bullrich a Presidente, Luis Petri a Vicepresidente y Sergio Capozzi a Diputado Nacional por Juntos por el Cambio",0.181,0.236,0.161,0.133,0.207
"P10","Horacio Rodríguez Larreta a Presidente, Gerardo Morales a Vicepresidente y Roberto Brusa a Diputado Nacional por Juntos por el Cambio",0.072,0.097,0.054,0.032,0.039
"P10","Luis Di Giacomo a Diputado Nacional por Juntos somos Rio Negro",0.097,0.033,0.122,0.074,0.056
"P10","Javier Milei a Presidente, Victoria Villarruel a Vicepresidente y Lorena Villaverde a Diputada Nacional por la Libertad Avanza",0.173,0.175,0.207,0.21,0.194
"P10","Myriam Bregman a Presidente, Nicolas del Caño a Vicepresidente y Alhue Gavuzzo a Diputada Nacional por el Frente de Izquierda",0.016,0.02,0.03,0.044,0.082
"P10","En blanco",0.01,0.03,0.027,0.085,0.055
"P10","No sabe",0.063,0.105,0.158,0.234,0.204
"P14","Sergio Massa a Presidente, Agustín Rossi a Vicepresidente por Unión por la Patria",0.125,0.252,0.237,0,0
"P14","Juan Grabois a Presidente, Paula Abal Medina a Vicepresidente y por Unión por la Patria",0.008,0,0.029,0,0
