"var","categoria","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza","En blanco","No sabe"
"P28","Javier Milei a Presidente, Victoria Villarruel a Vicepresidente y Lorena Villaverde a Diputada Nacional por la Libertad Avanza",0.128,0.669,0.032,0.065
"P28","Myriam Bregman a Presidente y Nicolás del Caño a Vicepresidente por el Frente de Izquierda",0.004,0,0.141,0.04
"P28","Otros",0.109,0.011,0.073,0.058
"P28","En blanco",0.025,0,0.069,0.002
"P28","No sabe",0.105,0.013,0.053,0.277
"P32","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.262,0.108,0.689,0.474
"P32","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.693,0.466,0.007,0.061
"P32","En blanco",0.011,0.191,0.21,0.026
"P32","No sabe",0.034,0.235,0.094,0.439
"P34","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.259,0.103,0.672,0.464
"P34","Horacio Rodríguez Larreta  a Presidente y Gerardo Morales a Vicepresidente por Juntos por el Cambio",0.545,0.417,0.104,0.109
"P34","En blanco",0.102,0.278,0.181,0.028
"P34","No sabe",0.094,0.202,0.043,0.399
"P35","Horacio Rodríguez Larreta  a Presidente y Gerardo Morales a Vicepresidente por Juntos por el Cambio",0.571,0.12,0.197,0.165
"P35","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.212,0.751,0.026,0.044
"P35","En blanco",0.125,0.046,0.711,0.135
"P35","No sabe",0.092,0.083,0.066,0.656
"P36","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.263,0.113,0.704,0.463
"P36","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.387,0.752,0.031,0.042
"P36","En blanco",0.207,0.019,0.237,0.048
"P36","No sabe",0.143,0.116,0.028,0.447
"P37","Lo votaría",0.232,0.117,0.604,0.437
"P37","Puede que lo vote",0.06,0.081,0.071,0.133
"P37","Nunca lo votaría",0.66,0.69,0.263,0.179
"P37","No sabe",0.048,0.112,0.062,0.251
"P38","Lo votaría",0.173,0.083,0.377,0.195
"P38","Puede que lo vote",0.052,0.062,0.188,0.163
"P38","Nunca lo votaría",0.736,0.79,0.296,0.285
"P38","No sabe",0.039,0.065,0.139,0.357
"P39","Lo votaría",0.634,0.266,0.028,0.053
"P39","Puede que lo vote",0.096,0.203,0.025,0.088
"P39","Nunca lo votaría",0.197,0.425,0.898,0.578
"P39","No sabe",0.073,0.106,0.049,0.281
"P40","Lo votaría",0.384,0.196,0.055,0.103
"P40","Puede que lo vote",0.243,0.243,0.085,0.122
"P40","Nunca lo votaría",0.317,0.452,0.8,0.551
"P40","No sabe",0.056,0.109,0.06,0.224
"P41","Lo votaría",0.18,0.078,0.115,0.038
"P41","Puede que lo vote",0.179,0.163,0.144,0.062
"P41","Nunca lo votaría",0.459,0.576,0.548,0.508
"P41","No sabe",0.182,0.183,0.193,0.392
"P42","Lo votaría",0.158,0.697,0.022,0.036
"P42","Puede que lo vote",0.296,0.138,0.016,0.085
"P42","Nunca lo votaría",0.416,0.134,0.898,0.675
"P42","No sabe",0.13,0.031,0.064,0.204
"P43","Lo votaría",0.102,0.139,0.176,0.035
"P43","Puede que lo vote",0.064,0.083,0.28,0.084
"P43","Nunca lo votaría",0.742,0.639,0.489,0.556
"P43","No sabe",0.092,0.139,0.055,0.325
"P44","Sí",0.436,0.431,0.418,0.317
"P44","No",0.564,0.569,0.582,0.683
"PRESIDENTE","Sergio Massa a Presidente, Agustín Rossi a Vicepresidente y Martín Soria a Diputado Nacional por Unión por la Patria",0.112,0.097,0.432,0.38
"PRESIDENTE","Juan Grabois a Presidente, Paula Abal Medina a Vicepresidente y Martín Soria a Diputado Nacional por Unión por la Patria",0.087,0.014,0.219,0.064
"PRESIDENTE","Patricia Bullrich a Presidente, Luis Petri a Vicepresidente y Sergio Capozzi a Diputado Nacional por Juntos por el Cambio",0.533,0.105,0.012,0.043
"PRESIDENTE","Horacio Rodríguez Larreta a Presidente, Gerardo Morales a Vicepresidente y Roberto Brusa a Diputado Nacional por Juntos por el Cambio",0.11,0.059,0.033,0.091
"PRESIDENTE","Javier Milei a Presidente, Victoria Villarruel a Vicepresidente y Lorena Villaverde a Diputada Nacional por la Libertad Avanza",0.083,0.7,0.028,0.058
"PRESIDENTE","Myriam Bregman a Presidente, Nicolas del Caño a Vicepresidente y Alhue Gavuzzo a Diputada Nacional por el Frente de Izquierda",0.002,0.002,0.073,0.003
"PRESIDENTE","En blanco",0.025,0.001,0.112,0.035
"PRESIDENTE","No sabe",0.048,0.022,0.091,0.326
"DIPUTADOS","Martín Soria a Diputado Nacional por Unión por la Patria",0.22,0.066,0.456,0.317
"DIPUTADOS","Sergio Capozzi a Diputado Nacional por Juntos por el Cambio",0.332,0.165,0.061,0.083
"DIPUTADOS","Roberto Brusa a Diputado Nacional por Juntos por el Cambio",0.12,0.092,0.02,0.057
"DIPUTADOS","Luis Di Giacomo a Diputado Nacional por Juntos somos Rio Negro",0.168,0.168,0.196,0.292
"DIPUTADOS","Lorena Villaverde a Diputada Nacional por la Libertad Avanza",0.135,0.476,0.075,0.053
"DIPUTADOS","Alhue Gavuzzo a Diputada Nacional por el Frente de Izquierda",0.001,0.008,0.122,0.051
"DIPUTADOS","En blanco",0.013,0.017,0.047,0.067
"DIPUTADOS","No sabe",0.011,0.008,0.023,0.08
