"var","categoria","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio","En blanco","No sabe"
"P05","Mucho",0.474,0.443,0.383,0.267
"P05","Bastante",0.278,0.343,0.268,0.176
"P05","Poco",0.125,0.153,0.139,0.289
"P05","Nada",0.097,0.048,0.203,0.203
"P05","No sabe",0.026,0.013,0.007,0.065
"P06","Siempre",0.242,0.204,0.19,0.107
"P06","Casi siempre",0.346,0.366,0.257,0.261
"P06","Casi nunca",0.259,0.32,0.231,0.311
"P06","Nunca, pero esta es una excepción",0.153,0.11,0.322,0.321
"P09","Unión por la Patria",0.64,0.043,0.061,0.071
"P09","Juntos por el Cambio",0.047,0.543,0.079,0.119
"P09","Juntos Somos Río Negro",0.091,0.113,0.099,0.142
"P09","Liberales",0.023,0.201,0.347,0.151
"P09","Izquierda",0.058,0.013,0.141,0.079
"P09","Otro",0.033,0.024,0.108,0.032
"P09","No sabe",0.108,0.063,0.165,0.406
"P10","Sergio Massa a Presidente, Agustín Rossi a Vicepresidente y Martín Soria a Diputado Nacional por Unión por la Patria",0.554,0.012,0.014,0.071
"P10","Juan Grabois a Presidente, Paula Abal Medina a Vicepresidente y Martín Soria a Diputado Nacional por Unión por la Patria",0.209,0.015,0.06,0.036
"P10","Patricia Bullrich a Presidente, Luis Petri a Vicepresidente y Sergio Capozzi a Diputado Nacional por Juntos por el Cambio",0.014,0.514,0.019,0.025
"P10","Horacio Rodríguez Larreta a Presidente, Gerardo Morales a Vicepresidente y Roberto Brusa a Diputado Nacional por Juntos por el Cambio",0.015,0.131,0.046,0.074
"P10","Luis Di Giacomo a Diputado Nacional por Juntos somos Rio Negro",0.084,0.024,0.116,0.095
"P10","Javier Milei a Presidente, Victoria Villarruel a Vicepresidente y Lorena Villaverde a Diputada Nacional por la Libertad Avanza",0.036,0.272,0.44,0.287
"P10","Myriam Bregman a Presidente, Nicolas del Caño a Vicepresidente y Alhue Gavuzzo a Diputada Nacional por el Frente de Izquierda",0.017,0.003,0.047,0.039
"P10","En blanco",0.021,0.009,0.13,0.021
"P10","No sabe",0.05,0.02,0.128,0.352
"P14","Sergio Massa a Presidente, Agustín Rossi a Vicepresidente por Unión por la Patria",0.139,0.405,0.575,0
"P14","Juan Grabois a Presidente, Paula Abal Medina a Vicepresidente y por Unión por la Patria",0,0.022,0,0.021
"P14","Patricia Bullrich a Presidente, Luis Petri a Vicepresidente por Juntos por el Cambio",0.261,0.046,0,0
"P14","Horacio Rodríguez Larreta a Presidente, Gerardo Morales a Vicepresidente por Juntos por el Cambio",0.071,0.484,0.038,0
"P14","Javier Milei a Presidente, Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.418,0.043,0,0.061
"P14","Myriam Bregman a Presidente, Nicolas del Caño a Vicepresidente el Frente de Izquierda",0,0,0,0
"P14","En blanco",0.09,0,0.18,0.691
"P14","No sabe",0.021,0,0.207,0.227
"P17","Sí",0.506,0.589,0.658,0.649
"P17","No",0.494,0.411,0.342,0.351
"P18","Martín Soria a Diputado Nacional por Unión por la Patria",0.235,0.147,0.154,0.105
"P18","Sergio Capozzi a Diputado Nacional por Juntos por el Cambio",0.106,0.216,0.088,0.189
"P18","Roberto Brusa a Diputado Nacional por Juntos por el Cambio",0.028,0.181,0.054,0.099
"P18","Luis Di Giacomo a Diputado Nacional por Juntos somos Rio Negro",0.318,0.188,0.18,0.274
"P18","Lorena Villaverde a Diputada Nacional por la Libertad Avanza",0.139,0.23,0.238,0.073
"P18","Alhue Gavuzzo a Diputada Nacional por el Frente de Izquierda",0.1,0.008,0.163,0.097
"P18","En blanco",0.058,0.02,0.059,0.038
"P18","No sabe",0.016,0.01,0.064,0.125
"P22","Totalmente seguro",0.608,0.742,0.687,0.344
"P22","Bastante seguro",0.236,0.141,0.156,0.195
"P22","Algo seguro",0.091,0.064,0.03,0.111
"P22","Para nada seguro",0.065,0.053,0.127,0.35
"P23","Tiene Decidido que va a ir a votar",0.917,0.936,0.835,0.848
"P23","Tiene dudas sobre si va a ir a  votar",0.072,0.05,0.059,0.068
"P23","Tiene Decidido que no va a ir a votar",0.011,0.014,0.106,0.084
"P24","Sergio Massa a Presidente, Agustín Rossi a Vicepresidente y Martín Soria a Diputado Nacional por Unión por la Patria",0.682,0.026,0.041,0.06
"P24","Patricia Bullrich a Presidente, Luis Petri a Vicepresidente y Sergio Capozzi a Diputado Nacional por Juntos por el Cambio",0.036,0.562,0.009,0.013
"P24","Luis Di Giacomo a Diputado Nacional por Juntos somos Rio Negro",0.11,0.076,0.071,0.084
"P24","Javier Milei a Presidente, Victoria Villarruel a Vicepresidente y Lorena Villaverde a Diputada Nacional por la Libertad Avanza",0.031,0.266,0.492,0.308
"P24","Myriam Bregman a Presidente y Nicolás del Caño a Vicepresidente por el Frente de Izquierda",0.053,0.006,0.068,0.045
"P24","Otros",0.035,0.039,0.155,0.113
"P24","En blanco",0.015,0.002,0.113,0.02
"P24","No sabe",0.038,0.023,0.051,0.357
"P28","Sergio Massa a Presidente, Agustín Rossi a Vicepresidente y Martín Soria a Diputado Nacional por Unión por la Patria",0.664,0.051,0.056,0.069
"P28","Horacio Rodríguez Larreta a Presidente, Gerardo Morales a Vicepresidente por Juntos por el Cambio",0.055,0.322,0.074,0.069
"P28","Luis Di Giacomo a Diputado Nacional por Juntos somos Rio Negro",0.075,0.14,0.094,0.076
"P28","Javier Milei a Presidente, Victoria Villarruel a Vicepresidente y Lorena Villaverde a Diputada Nacional por la Libertad Avanza",0.071,0.301,0.419,0.314
"P28","Myriam Bregman a Presidente y Nicolás del Caño a Vicepresidente por el Frente de Izquierda",0.04,0.003,0.128,0.078
"P28","Otros",0.039,0.089,0.1,0.075
"P28","En blanco",0.003,0.022,0.11,0.022
"P28","No sabe",0.053,0.072,0.019,0.297
"P33","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.204,0.599,0.03,0.056
"P33","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.075,0.36,0.443,0.339
"P33","En blanco",0.478,0.006,0.483,0.136
"P33","No sabe",0.243,0.035,0.044,0.469
"P34","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.893,0.065,0.021,0.061
"P34","Horacio Rodríguez Larreta  a Presidente y Gerardo Morales a Vicepresidente por Juntos por el Cambio",0.031,0.668,0.311,0.216
"P34","En blanco",0.034,0.157,0.551,0.146
"P34","No sabe",0.042,0.11,0.117,0.577
"P35","Horacio Rodríguez Larreta  a Presidente y Gerardo Morales a Vicepresidente por Juntos por el Cambio",0.235,0.442,0.184,0.113
"P35","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.065,0.42,0.485,0.291
"P35","En blanco",0.464,0.078,0.287,0.167
"P35","No sabe",0.236,0.06,0.044,0.429
"P36","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.876,0.056,0.028,0.125
"P36","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.027,0.599,0.52,0.33
"P36","En blanco",0.058,0.167,0.387,0.082
"P36","No sabe",0.039,0.178,0.065,0.463
"P37","Lo votaría",0.816,0.026,0.022,0.082
"P37","Puede que lo vote",0.105,0.06,0.082,0.074
