"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","Massa","Grabois","Bullrich","Rodriguez Larreta","Milei"
"Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.401,0.387,0.411,0.452,0.467,0.343,0.273,0.438,0.422,0.371,0.788,0.16,0.493,0.784,0.68,0.119,0.291,0.08
"Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.599,0.613,0.589,0.548,0.533,0.657,0.727,0.562,0.578,0.629,0.212,0.84,0.507,0.216,0.32,0.881,0.709,0.92
