"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","Massa","Grabois","Bullrich","Rodriguez Larreta","Milei"
"Sergio Massa",0.47,0.436,0.498,0.462,0.504,0.459,0.43,0.508,0.485,0.445,0.812,0.286,0.562,0.829,0.772,0.234,0.456,0.085
"Javier Milei",0.53,0.564,0.502,0.538,0.496,0.541,0.57,0.492,0.515,0.555,0.188,0.714,0.438,0.171,0.228,0.766,0.544,0.915
