"var","categoria","Muy buena","Buena","Ni buena ni mala","Mala","Muy mala","No sabe"
"P10","Siempre",0.286,0.279,0.187,0.167,0.203,0.032
"P10","Casi siempre",0.236,0.401,0.385,0.26,0.249,0.137
"P10","Casi nunca",0.311,0.23,0.309,0.387,0.382,0.364
"P10","Nunca, pero esta es una excepción",0.167,0.09,0.119,0.186,0.166,0.467
"P11","Unión por la Patria",0.497,0.368,0.294,0.388,0.355,0.138
"P11","La Libertad Avanza",0.322,0.535,0.568,0.49,0.538,0.697
"P11","En blanco",0.128,0.075,0.089,0.056,0.062,0.088
"P11","No sabe",0.053,0.022,0.049,0.066,0.045,0.077
"P13","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.464,0.331,0.294,0.412,0.377,0.256
"P13","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.447,0.588,0.619,0.525,0.568,0.744
"P13","En blanco",0.062,0.064,0.043,0.034,0.027,0
"P13","No sabe",0.027,0.017,0.044,0.029,0.028,0
"P15","Totalmente seguro",0.821,0.79,0.711,0.77,0.83,0.69
"P15","Bastante seguro",0.113,0.147,0.143,0.094,0.084,0.1
"P15","Algo seguro",0.028,0.034,0.081,0.088,0.031,0.103
"P15","Para nada seguro",0.038,0.029,0.065,0.048,0.055,0.107
"P16","Tiene Decidido que va a ir a votar",0.963,0.932,0.905,0.972,0.951,0.79
"P16","Tiene dudas sobre si va a ir a  votar",0.037,0.053,0.051,0.014,0.038,0.107
"P16","Tiene Decidido que no va a ir a votar",0,0.015,0.044,0.014,0.011,0.103
"P17","Lo votaría",0.601,0.422,0.326,0.402,0.425,0.214
"P17","Puede que lo vote",0.043,0.027,0.05,0.06,0.035,0.061
"P17","Nunca lo votaría",0.297,0.513,0.603,0.516,0.524,0.683
"P17","No sabe",0.059,0.038,0.021,0.022,0.016,0.042
"P18","Lo votaría",0.459,0.534,0.485,0.433,0.516,0.353
"P18","Puede que lo vote",0.06,0.107,0.135,0.1,0.065,0.187
"P18","Nunca lo votaría",0.426,0.337,0.344,0.454,0.403,0.46
"P18","No sabe",0.055,0.022,0.036,0.013,0.016,0
"P19","Si",0.867,0.88,0.888,0.876,0.923,0.9
