"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","Massa","Grabois","Bullrich","Rodriguez Larreta","Milei"
"Mejor",0.207,0.224,0.193,0.21,0.219,0.202,0.189,0.249,0.243,0.167,0.385,0.124,0.214,0.355,0.404,0.089,0.104,0.162
"Igual",0.175,0.191,0.162,0.154,0.203,0.157,0.169,0.143,0.181,0.181,0.203,0.155,0.224,0.225,0.166,0.163,0.19,0.117
"Peor",0.458,0.464,0.453,0.47,0.437,0.461,0.475,0.405,0.42,0.503,0.226,0.584,0.376,0.247,0.248,0.608,0.478,0.586
"No sabe",0.16,0.121,0.192,0.166,0.141,0.18,0.167,0.203,0.156,0.149,0.186,0.137,0.186,0.173,0.182,0.14,0.228,0.135
