"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","Massa","Grabois","Bullrich","Rodriguez Larreta","Milei"
"Unión por la Patria",0.337,0.336,0.338,0.361,0.406,0.28,0.248,0.314,0.352,0.334,0.696,0.149,0.432,0.696,0.562,0.102,0.211,0.074
"La Libertad Avanza",0.491,0.515,0.471,0.457,0.449,0.56,0.531,0.442,0.46,0.531,0.194,0.681,0.353,0.161,0.272,0.721,0.522,0.834
"En blanco",0.093,0.086,0.099,0.098,0.076,0.086,0.126,0.114,0.105,0.077,0.051,0.095,0.141,0.07,0.109,0.09,0.167,0.05
"No sabe",0.079,0.063,0.092,0.084,0.069,0.074,0.095,0.13,0.083,0.058,0.059,0.075,0.074,0.073,0.057,0.087,0.1,0.042
