"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","Massa","Grabois","Bullrich","Rodriguez Larreta","Milei"
"Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.373,0.361,0.382,0.422,0.444,0.319,0.244,0.407,0.391,0.347,0.774,0.147,0.428,0.758,0.635,0.111,0.235,0.078
"Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.558,0.573,0.547,0.512,0.507,0.61,0.651,0.522,0.535,0.589,0.208,0.773,0.44,0.209,0.299,0.822,0.573,0.899
"En blanco",0.069,0.066,0.071,0.066,0.049,0.071,0.105,0.071,0.074,0.064,0.018,0.08,0.132,0.033,0.066,0.067,0.192,0.023
