"var","categoria","Muy buena","Buena","Ni buena ni mala","Mala","Muy mala","No sabe"
"P10","Siempre",0.254,0.192,0.133,0.263,0.189,0.135
"P10","Casi siempre",0.348,0.249,0.304,0.276,0.313,0.237
"P10","Casi nunca",0.275,0.406,0.362,0.322,0.345,0.324
"P10","Nunca, pero esta es una excepción",0.123,0.153,0.201,0.139,0.153,0.304
"P11","Unión por la Patria",0.769,0.605,0.416,0.236,0.09,0.129
"P11","La Libertad Avanza",0.18,0.233,0.417,0.592,0.815,0.756
"P11","En blanco",0.026,0.114,0.086,0.107,0.055,0.067
"P11","No sabe",0.025,0.048,0.081,0.065,0.04,0.048
"P13","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.753,0.705,0.456,0.196,0.08,0.13
"P13","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.215,0.237,0.43,0.73,0.859,0.784
"P13","En blanco",0.02,0.033,0.053,0.055,0.038,0.032
"P13","No sabe",0.012,0.025,0.061,0.019,0.023,0.054
"P15","Totalmente seguro",0.899,0.769,0.684,0.712,0.826,0.661
"P15","Bastante seguro",0.058,0.161,0.161,0.183,0.069,0.015
"P15","Algo seguro",0.028,0.045,0.084,0.058,0.047,0.215
"P15","Para nada seguro",0.015,0.025,0.071,0.047,0.058,0.109
"P16","Tiene Decidido que va a ir a votar",0.931,0.938,0.904,0.941,0.964,0.916
"P16","Tiene dudas sobre si va a ir a  votar",0.037,0.035,0.062,0.023,0.028,0.034
"P16","Tiene Decidido que no va a ir a votar",0.032,0.027,0.034,0.036,0.008,0.05
"P17","Lo votaría",0.824,0.735,0.46,0.249,0.122,0.137
"P17","Puede que lo vote",0.061,0.04,0.056,0.046,0.031,0.066
"P17","Nunca lo votaría",0.111,0.219,0.425,0.69,0.824,0.787
"P17","No sabe",0.004,0.006,0.059,0.015,0.023,0.01
"P18","Lo votaría",0.248,0.214,0.338,0.564,0.74,0.647
"P18","Puede que lo vote",0.038,0.047,0.118,0.119,0.108,0.174
"P18","Nunca lo votaría",0.714,0.72,0.489,0.294,0.139,0.167
"P18","No sabe",0,0.019,0.055,0.023,0.013,0.012
"P19","Si",0.89,0.906,0.874,0.873,0.917,0.926
"P19","No",0.11,0.094,0.126,0.127,0.083,0.074
"P20","Sergio Massa",0.859,0.836,0.644,0.488,0.27,0.491
"P20","Javier Milei",0.141,0.164,0.356,0.512,0.73,0.509
"P21","Sergio Massa",0.817,0.757,0.586,0.367,0.16,0.284
"P21","Javier Milei",0.183,0.243,0.414,0.633,0.84,0.716
"P22","Sergio Massa",0.819,0.771,0.572,0.382,0.159,0.248
"P22","Javier Milei",0.181,0.229,0.428,0.618,0.841,0.752
"P23","Sergio Massa",0.802,0.746,0.577,0.322,0.152,0.305
"P23","Javier Milei",0.198,0.254,0.423,0.678,0.848,0.695
"P24","Si",0.736,0.631,0.446,0.302,0.122,0.109
"P24","No",0.264,0.369,0.554,0.698,0.878,0.891
"P25","Si",0.308,0.314,0.572,0.717,0.906,0.829
"P25","No",0.692,0.686,0.428,0.283,0.094,0.171
"P28","Inflación",0.415,0.455,0.403,0.315,0.317,0.403
"P28","Desempleo",0.059,0.073,0.08,0.074,0.028,0.038
"P28","Corrupción",0.131,0.137,0.255,0.41,0.478,0.366
"P28","Inseguridad",0.068,0.086,0.125,0.08,0.086,0.056
"P28","Precio del dólar",0.029,0.015,0.003,0.01,0.005,0.006
"P28","Pobreza",0.157,0.093,0.058,0.068,0.045,0.092
"P28","Narcotráfico",0.016,0,0.006,0.008,0.01,0
"P28","Tarifas",0.008,0.044,0,0,0.001,0
"P28","Otro",0.111,0.078,0.055,0.024,0.027,0.039
"P28","No sabe",0.006,0.019,0.015,0.011,0.003,0
