"fecha","t1 Positiva","t1 Negativa","t1 No sabe","s1 Positiva","s1 Negativa","s1 No sabe","s2 Positiva","s2 Negativa","s2 No sabe","e1 Positiva","e1 Negativa","e1 No sabe","e2 Positiva","e2 Negativa","e2 No sabe","e3 Positiva","e3 Negativa","e3 No sabe","e4 Positiva","e4 Negativa","e4 No sabe","ed1 Positiva","ed1 Negativa","ed1 No sabe","ed2 Positiva","ed2 Negativa","ed2 No sabe","ed3 Positiva","ed3 Negativa","ed3 No sabe","v1 Positiva","v1 Negativa","v1 No sabe","v2 Positiva","v2 Negativa","v2 No sabe","v3 Positiva","v3 Negativa","v3 No sabe","vp1 Positiva","vp1 Negativa","vp1 No sabe","vp2 Positiva","vp2 Negativa","vp2 No sabe","vp3 Positiva","vp3 Negativa","vp3 No sabe","vp4 Positiva","vp4 Negativa","vp4 No sabe","vp5 Positiva","vp5 Negativa","vp5 No sabe"
2022-01-18,0.347,0.614,0.039,0.335,0.634,0.031,0.358,0.597,0.045,0.322,0.568,0.11,0.358,0.623,0.019,0.369,0.626,0.005,0.339,0.643,0.018,0.45,0.515,0.035,0.323,0.597,0.08,0.329,0.663,0.008,0.658,0.32,0.022,0.137,0.847,0.016,0.278,0.722,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-01-19,0.343,0.618,0.039,0.345,0.618,0.037,0.342,0.617,0.041,0.338,0.557,0.105,0.349,0.635,0.016,0.357,0.637,0.006,0.324,0.643,0.033,0.43,0.512,0.058,0.321,0.61,0.069,0.329,0.661,0.01,0.641,0.336,0.023,0.157,0.827,0.016,0.245,0.755,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-01-20,0.332,0.617,0.051,0.318,0.636,0.046,0.344,0.601,0.055,0.318,0.542,0.14,0.347,0.647,0.006,0.329,0.658,0.013,0.329,0.613,0.058,0.405,0.514,0.081,0.337,0.59,0.073,0.303,0.674,0.023,0.618,0.367,0.015,0.162,0.82,0.018,0.303,0.599,0.098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-01-21,0.33,0.624,0.046,0.33,0.633,0.037,0.33,0.617,0.053,0.294,0.588,0.118,0.379,0.612,0.009,0.303,0.677,0.02,0.316,0.637,0.047,0.414,0.499,0.087,0.336,0.606,0.058,0.295,0.684,0.021,0.63,0.351,0.019,0.155,0.841,0.004,0.254,0.673,0.073,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-01-22,0.328,0.626,0.046,0.336,0.624,0.04,0.32,0.628,0.052,0.322,0.566,0.112,0.386,0.595,0.019,0.257,0.726,0.017,0.305,0.651,0.044,0.43,0.496,0.074,0.322,0.617,0.061,0.295,0.68,0.025,0.636,0.348,0.016,0.141,0.856,0.003,0.236,0.703,0.061,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-01-23,0.321,0.627,0.052,0.324,0.637,0.039,0.319,0.618,0.063,0.314,0.564,0.122,0.373,0.6,0.027,0.256,0.721,0.023,0.307,0.653,0.04,0.423,0.494,0.083,0.303,0.623,0.074,0.297,0.678,0.025,0.62,0.352,0.028,0.144,0.848,0.008,0.222,0.718,0.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-01-24,0.309,0.647,0.044,0.31,0.663,0.027,0.309,0.633,0.058,0.283,0.633,0.084,0.376,0.595,0.029,0.27,0.706,0.024,0.265,0.693,0.042,0.432,0.48,0.088,0.292,0.662,0.046,0.278,0.695,0.027,0.621,0.341,0.038,0.146,0.847,0.007,0.221,0.735,0.044,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-01-25,0.307,0.648,0.045,0.32,0.65,0.03,0.296,0.647,0.057,0.286,0.635,0.079,0.361,0.602,0.037,0.267,0.715,0.018,0.28,0.674,0.046,0.399,0.49,0.111,0.292,0.663,0.045,0.285,0.694,0.021,0.628,0.346,0.026,0.142,0.848,0.01,0.231,0.728,0.041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-01-26,0.316,0.64,0.044,0.313,0.658,0.029,0.319,0.624,0.057,0.269,0.652,0.079,0.382,0.578,0.04,0.284,0.691,0.025,0.291,0.68,0.029,0.396,0.499,0.105,0.296,0.659,0.045,0.302,0.676,0.022,0.668,0.309,0.023,0.123,0.867,0.01,0.188,0.695,0.117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-01-27,0.31,0.652,0.038,0.313,0.66,0.027,0.308,0.644,0.048,0.262,0.673,0.065,0.388,0.565,0.047,0.279,0.7,0.021,0.262,0.729,0.009,0.394,0.501,0.105,0.264,0.699,0.037,0.314,0.671,0.015,0.666,0.306,0.028,0.11,0.883,0.007,0.196,0.729,0.075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-01-28,0.329,0.635,0.036,0.331,0.645,0.024,0.327,0.626,0.047,0.279,0.657,0.064,0.391,0.569,0.04,0.31,0.674,0.016,0.298,0.683,0.019,0.425,0.471,0.104,0.276,0.693,0.031,0.333,0.651,0.016,0.674,0.3,0.026,0.122,0.871,0.007,0.273,0.659,0.068,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-01-29,0.34,0.618,0.042,0.336,0.644,0.02,0.343,0.597,0.06,0.288,0.624,0.088,0.39,0.573,0.037,0.332,0.653,0.015,0.327,0.655,0.018,0.421,0.465,0.114,0.295,0.657,0.048,0.345,0.644,0.011,0.668,0.278,0.054,0.142,0.851,0.007,0.281,0.643,0.076,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-01-30,0.352,0.611,0.037,0.355,0.622,0.023,0.349,0.603,0.048,0.318,0.605,0.077,0.402,0.567,0.031,0.333,0.659,0.008,0.325,0.651,0.024,0.47,0.415,0.115,0.313,0.657,0.03,0.34,0.647,0.013,0.689,0.27,0.041,0.146,0.844,0.01,0.304,0.62,0.076,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-01-31,0.367,0.591,0.042,0.37,0.601,0.029,0.364,0.584,0.052,0.382,0.544,0.074,0.405,0.554,0.041,0.318,0.674,0.008,0.331,0.634,0.035,0.41,0.47,0.12,0.359,0.598,0.043,0.357,0.63,0.013,0.708,0.257,0.035,0.125,0.855,0.02,0.285,0.624,0.091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-02-01,0.364,0.59,0.046,0.356,0.619,0.025,0.372,0.566,0.062,0.395,0.494,0.111,0.402,0.568,0.03,0.338,0.654,0.008,0.285,0.688,0.027,0.436,0.483,0.081,0.354,0.576,0.07,0.347,0.639,0.014,0.732,0.217,0.051,0.127,0.856,0.017,0.257,0.654,0.089,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-02-02,0.372,0.579,0.049,0.369,0.61,0.021,0.374,0.553,0.073,0.45,0.429,0.121,0.377,0.587,0.036,0.333,0.667,0,0.3,0.671,0.029,0.472,0.438,0.09,0.389,0.531,0.08,0.322,0.668,0.01,0.728,0.202,0.07,0.141,0.839,0.02,0.365,0.635,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-02-03,0.373,0.578,0.049,0.376,0.602,0.022,0.371,0.557,0.072,0.455,0.422,0.123,0.374,0.596,0.03,0.322,0.678,0,0.323,0.636,0.041,0.455,0.448,0.097,0.403,0.525,0.072,0.321,0.665,0.014,0.737,0.203,0.06,0.15,0.825,0.025,0.322,0.678,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-02-04,0.369,0.581,0.05,0.363,0.607,0.03,0.374,0.559,0.067,0.504,0.363,0.133,0.356,0.612,0.032,0.295,0.705,0,0.3,0.669,0.031,0.439,0.476,0.085,0.419,0.5,0.081,0.306,0.68,0.014,0.711,0.22,0.069,0.145,0.83,0.025,0.257,0.743,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-02-05,0.376,0.58,0.044,0.363,0.605,0.032,0.386,0.559,0.055,0.527,0.36,0.113,0.368,0.604,0.028,0.302,0.698,0,0.277,0.688,0.035,0.449,0.474,0.077,0.443,0.489,0.068,0.298,0.687,0.015,0.728,0.221,0.051,0.135,0.838,0.027,0.229,0.771,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-02-06,0.389,0.571,0.04,0.37,0.602,0.028,0.404,0.545,0.051,0.537,0.361,0.102,0.366,0.609,0.025,0.317,0.683,0,0.318,0.649,0.033,0.45,0.495,0.055,0.454,0.476,0.07,0.318,0.67,0.012,0.76,0.192,0.048,0.116,0.865,0.019,0.219,0.781,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-02-07,0.378,0.588,0.034,0.348,0.627,0.025,0.403,0.556,0.041,0.495,0.398,0.107,0.35,0.638,0.012,0.312,0.688,0,0.351,0.633,0.016,0.491,0.466,0.043,0.42,0.521,0.059,0.306,0.682,0.012,0.742,0.213,0.045,0.123,0.87,0.007,0.206,0.794,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-02-08,0.384,0.589,0.027,0.355,0.622,0.023,0.408,0.562,0.03,0.476,0.466,0.058,0.347,0.632,0.021,0.296,0.704,0,0.427,0.547,0.026,0.502,0.426,0.072,0.439,0.53,0.031,0.3,0.692,0.008,0.75,0.22,0.03,0.119,0.874,0.007,0.23,0.77,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-02-09,0.369,0.609,0.022,0.354,0.62,0.026,0.383,0.599,0.018,0.441,0.527,0.032,0.352,0.627,0.021,0.299,0.701,0,0.386,0.58,0.034,0.483,0.473,0.044,0.41,0.571,0.019,0.298,0.685,0.017,0.721,0.262,0.017,0.111,0.879,0.01,0.189,0.811,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-02-10,0.366,0.605,0.029,0.352,0.623,0.025,0.377,0.59,0.033,0.422,0.536,0.042,0.338,0.632,0.03,0.317,0.683,0,0.395,0.56,0.045,0.488,0.465,0.047,0.398,0.563,0.039,0.297,0.687,0.016,0.689,0.286,0.025,0.117,0.877,0.006,0.204,0.796,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-02-11,0.346,0.625,0.029,0.316,0.661,0.023,0.371,0.594,0.035,0.359,0.618,0.023,0.334,0.623,0.043,0.316,0.684,0,0.382,0.575,0.043,0.437,0.508,0.055,0.361,0.603,0.036,0.302,0.683,0.015,0.671,0.307,0.022,0.118,0.877,0.005,0.113,0.887,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-02-12,0.331,0.639,0.03,0.313,0.666,0.021,0.347,0.616,0.037,0.338,0.64,0.022,0.319,0.633,0.048,0.299,0.701,0,0.379,0.581,0.04,0.43,0.512,0.058,0.326,0.635,0.039,0.3,0.686,0.014,0.643,0.329,0.028,0.122,0.873,0.005,0.044,0.956,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-02-13,0.311,0.657,0.032,0.282,0.693,0.025,0.335,0.626,0.039,0.292,0.683,0.025,0.309,0.635,0.056,0.29,0.71,0,0.359,0.605,0.036,0.366,0.561,0.073,0.325,0.636,0.039,0.28,0.707,0.013,0.592,0.374,0.034,0.138,0.857,0.005,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-02-14,0.312,0.651,0.037,0.283,0.683,0.034,0.336,0.624,0.04,0.291,0.678,0.031,0.312,0.634,0.054,0.299,0.701,0,0.351,0.596,0.053,0.376,0.524,0.1,0.315,0.643,0.042,0.286,0.703,0.011,0.589,0.373,0.038,0.141,0.854,0.005,0.041,0.959,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-02-15,0.322,0.639,0.039,0.304,0.66,0.036,0.338,0.621,0.041,0.286,0.656,0.058,0.347,0.607,0.046,0.319,0.681,0,0.327,0.629,0.044,0.4,0.536,0.064,0.321,0.618,0.061,0.295,0.692,0.013,0.589,0.357,0.054,0.151,0.844,0.005,0.071,0.878,0.051,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-02-16,0.334,0.634,0.032,0.302,0.668,0.03,0.361,0.604,0.035,0.312,0.635,0.053,0.342,0.623,0.035,0.343,0.657,0,0.338,0.627,0.035,0.409,0.527,0.064,0.31,0.637,0.053,0.325,0.67,0.005,0.613,0.341,0.046,0.15,0.85,0,0.127,0.82,0.053,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-02-17,0.341,0.632,0.027,0.319,0.655,0.026,0.359,0.612,0.029,0.352,0.601,0.047,0.335,0.632,0.033,0.361,0.634,0.005,0.315,0.668,0.017,0.445,0.511,0.044,0.326,0.631,0.043,0.315,0.676,0.009,0.627,0.328,0.045,0.146,0.847,0.007,0.164,0.79,0.046,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-02-18,0.348,0.626,0.026,0.356,0.623,0.021,0.342,0.629,0.029,0.354,0.592,0.054,0.34,0.638,0.022,0.372,0.623,0.005,0.331,0.653,0.016,0.477,0.487,0.036,0.333,0.626,0.041,0.314,0.676,0.01,0.645,0.314,0.041,0.15,0.84,0.01,0.171,0.785,0.044,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-02-19,0.366,0.608,0.026,0.36,0.619,0.021,0.37,0.6,0.03,0.373,0.574,0.053,0.358,0.617,0.025,0.398,0.597,0.005,0.333,0.652,0.015,0.462,0.494,0.044,0.366,0.599,0.035,0.331,0.657,0.012,0.67,0.292,0.038,0.157,0.833,0.01,0.19,0.761,0.049,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-02-20,0.37,0.605,0.025,0.379,0.603,0.018,0.362,0.606,0.032,0.394,0.559,0.047,0.374,0.609,0.017,0.39,0.598,0.012,0.31,0.663,0.027,0.439,0.526,0.035,0.357,0.604,0.039,0.353,0.635,0.012,0.683,0.285,0.032,0.152,0.83,0.018,0.179,0.783,0.038,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-02-21,0.367,0.609,0.024,0.39,0.598,0.012,0.348,0.617,0.035,0.403,0.554,0.043,0.371,0.606,0.023,0.393,0.591,0.016,0.287,0.698,0.015,0.428,0.555,0.017,0.365,0.591,0.044,0.346,0.641,0.013,0.681,0.282,0.037,0.162,0.819,0.019,0.178,0.786,0.036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-02-22,0.358,0.617,0.025,0.393,0.6,0.007,0.328,0.632,0.04,0.398,0.555,0.047,0.356,0.623,0.021,0.376,0.608,0.016,0.294,0.692,0.014,0.39,0.577,0.033,0.355,0.613,0.032,0.349,0.634,0.017,0.659,0.315,0.026,0.166,0.816,0.018,0.204,0.796,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-02-23,0.358,0.616,0.026,0.405,0.588,0.007,0.32,0.639,0.041,0.399,0.555,0.046,0.359,0.617,0.024,0.346,0.639,0.015,0.316,0.671,0.013,0.414,0.555,0.031,0.366,0.602,0.032,0.332,0.65,0.018,0.64,0.335,0.025,0.192,0.788,0.02,0.172,0.828,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-02-24,0.346,0.627,0.027,0.38,0.602,0.018,0.318,0.648,0.034,0.379,0.572,0.049,0.35,0.625,0.025,0.327,0.659,0.014,0.315,0.672,0.013,0.355,0.591,0.054,0.374,0.599,0.027,0.32,0.663,0.017,0.642,0.332,0.026,0.2,0.784,0.016,0.122,0.878,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-02-25,0.343,0.627,0.03,0.348,0.634,0.018,0.339,0.622,0.039,0.367,0.576,0.057,0.353,0.62,0.027,0.335,0.65,0.015,0.302,0.685,0.013,0.346,0.605,0.049,0.372,0.591,0.037,0.32,0.664,0.016,0.624,0.343,0.033,0.206,0.779,0.015,0.145,0.855,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-02-26,0.323,0.646,0.031,0.328,0.653,0.019,0.319,0.641,0.04,0.338,0.608,0.054,0.339,0.629,0.032,0.296,0.686,0.018,0.302,0.685,0.013,0.345,0.615,0.04,0.352,0.608,0.04,0.291,0.688,0.021,0.592,0.374,0.034,0.185,0.798,0.017,0.134,0.866,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-02-27,0.323,0.645,0.032,0.309,0.666,0.025,0.334,0.628,0.038,0.328,0.619,0.053,0.332,0.633,0.035,0.31,0.677,0.013,0.315,0.667,0.018,0.364,0.592,0.044,0.349,0.61,0.041,0.287,0.692,0.021,0.611,0.353,0.036,0.176,0.809,0.015,0.17,0.83,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-02-28,0.331,0.633,0.036,0.32,0.65,0.03,0.341,0.618,0.041,0.335,0.592,0.073,0.339,0.63,0.031,0.323,0.667,0.01,0.322,0.655,0.023,0.357,0.58,0.063,0.359,0.596,0.045,0.3,0.681,0.019,0.616,0.344,0.04,0.182,0.803,0.015,0.192,0.808,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-03-01,0.33,0.631,0.039,0.308,0.651,0.041,0.348,0.614,0.038,0.375,0.557,0.068,0.324,0.638,0.038,0.301,0.686,0.013,0.311,0.658,0.031,0.355,0.582,0.063,0.362,0.594,0.044,0.295,0.678,0.027,0.633,0.333,0.034,0.175,0.8,0.025,0.151,0.799,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-03-02,0.332,0.623,0.045,0.313,0.641,0.046,0.348,0.609,0.043,0.372,0.555,0.073,0.334,0.622,0.044,0.319,0.659,0.022,0.29,0.678,0.032,0.332,0.582,0.086,0.366,0.586,0.048,0.305,0.668,0.027,0.641,0.307,0.052,0.152,0.822,0.026,0.146,0.808,0.046,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-03-03,0.333,0.627,0.04,0.316,0.645,0.039,0.347,0.612,0.041,0.367,0.572,0.061,0.339,0.622,0.039,0.331,0.649,0.02,0.278,0.684,0.038,0.348,0.575,0.077,0.341,0.612,0.047,0.321,0.657,0.022,0.636,0.316,0.048,0.145,0.832,0.023,0.144,0.818,0.038,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-03-04,0.337,0.625,0.038,0.334,0.625,0.041,0.339,0.625,0.036,0.387,0.557,0.056,0.331,0.63,0.039,0.338,0.644,0.018,0.282,0.682,0.036,0.353,0.573,0.074,0.323,0.639,0.038,0.342,0.632,0.026,0.638,0.315,0.047,0.139,0.837,0.024,0.156,0.803,0.041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-03-05,0.334,0.632,0.034,0.34,0.623,0.037,0.329,0.641,0.03,0.394,0.549,0.057,0.324,0.65,0.026,0.346,0.639,0.015,0.264,0.7,0.036,0.345,0.585,0.07,0.305,0.662,0.033,0.353,0.627,0.02,0.651,0.307,0.042,0.133,0.846,0.021,0.169,0.777,0.054,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-03-06,0.333,0.632,0.035,0.356,0.612,0.032,0.314,0.649,0.037,0.39,0.542,0.068,0.345,0.634,0.021,0.329,0.646,0.025,0.243,0.732,0.025,0.334,0.599,0.067,0.297,0.663,0.04,0.36,0.621,0.019,0.622,0.325,0.053,0.134,0.853,0.013,0.203,0.748,0.049,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-03-07,0.33,0.639,0.031,0.34,0.632,0.028,0.321,0.646,0.033,0.4,0.552,0.048,0.33,0.643,0.027,0.313,0.66,0.027,0.255,0.726,0.019,0.346,0.598,0.056,0.287,0.681,0.032,0.357,0.622,0.021,0.633,0.317,0.05,0.128,0.859,0.013,0.152,0.802,0.046,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-03-08,0.317,0.656,0.027,0.327,0.648,0.025,0.309,0.662,0.029,0.355,0.602,0.043,0.327,0.653,0.02,0.315,0.654,0.031,0.253,0.732,0.015,0.325,0.613,0.062,0.269,0.704,0.027,0.352,0.634,0.014,0.62,0.327,0.053,0.122,0.875,0.003,0.162,0.796,0.042,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-03-09,0.304,0.67,0.026,0.296,0.682,0.022,0.311,0.66,0.029,0.316,0.644,0.04,0.311,0.667,0.022,0.322,0.655,0.023,0.258,0.727,0.015,0.339,0.618,0.043,0.237,0.732,0.031,0.344,0.641,0.015,0.614,0.339,0.047,0.123,0.877,0,0.153,0.807,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-03-10,0.309,0.666,0.025,0.301,0.679,0.02,0.316,0.654,0.03,0.323,0.638,0.039,0.318,0.657,0.025,0.316,0.66,0.024,0.267,0.723,0.01,0.346,0.619,0.035,0.256,0.712,0.032,0.336,0.647,0.017,0.637,0.318,0.045,0.114,0.884,0.002,0.21,0.743,0.047,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-03-11,0.29,0.681,0.029,0.287,0.694,0.019,0.292,0.671,0.037,0.291,0.676,0.033,0.304,0.666,0.03,0.284,0.689,0.027,0.269,0.709,0.022,0.331,0.623,0.046,0.252,0.71,0.038,0.303,0.681,0.016,0.636,0.326,0.038,0.094,0.894,0.012,0.188,0.754,0.058,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-03-12,0.295,0.669,0.036,0.279,0.699,0.022,0.308,0.644,0.048,0.292,0.659,0.049,0.317,0.648,0.035,0.291,0.673,0.036,0.262,0.717,0.021,0.316,0.62,0.064,0.253,0.698,0.049,0.319,0.665,0.016,0.631,0.325,0.044,0.116,0.87,0.014,0.264,0.682,0.054,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-03-13,0.313,0.654,0.033,0.293,0.683,0.024,0.329,0.63,0.041,0.345,0.613,0.042,0.308,0.647,0.045,0.313,0.668,0.019,0.277,0.706,0.017,0.325,0.603,0.072,0.333,0.637,0.03,0.292,0.686,0.022,0.676,0.3,0.024,0.132,0.849,0.019,0.218,0.728,0.054,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-03-14,0.312,0.658,0.03,0.296,0.683,0.021,0.325,0.638,0.037,0.329,0.63,0.041,0.313,0.649,0.038,0.323,0.662,0.015,0.278,0.706,0.016,0.344,0.595,0.061,0.333,0.638,0.029,0.285,0.696,0.019,0.639,0.344,0.017,0.133,0.849,0.018,0.273,0.673,0.054,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-03-15,0.333,0.642,0.025,0.308,0.676,0.016,0.354,0.613,0.033,0.369,0.604,0.027,0.332,0.63,0.038,0.345,0.647,0.008,0.274,0.706,0.02,0.373,0.568,0.059,0.365,0.61,0.025,0.293,0.693,0.014,0.647,0.337,0.016,0.144,0.838,0.018,0.345,0.655,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-03-16,0.327,0.641,0.032,0.309,0.671,0.02,0.341,0.618,0.041,0.377,0.575,0.048,0.33,0.632,0.038,0.325,0.663,0.012,0.255,0.725,0.02,0.363,0.572,0.065,0.363,0.598,0.039,0.285,0.701,0.014,0.617,0.355,0.028,0.144,0.838,0.018,0.43,0.57,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-03-17,0.323,0.644,0.033,0.316,0.665,0.019,0.329,0.627,0.044,0.345,0.613,0.042,0.332,0.626,0.042,0.331,0.657,0.012,0.271,0.7,0.029,0.373,0.564,0.063,0.345,0.614,0.041,0.288,0.696,0.016,0.588,0.381,0.031,0.162,0.819,0.019,0.438,0.562,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-03-18,0.326,0.632,0.042,0.314,0.647,0.039,0.337,0.619,0.044,0.337,0.587,0.076,0.359,0.599,0.042,0.328,0.657,0.015,0.254,0.719,0.027,0.383,0.56,0.057,0.335,0.598,0.067,0.299,0.684,0.017,0.583,0.367,0.05,0.172,0.812,0.016,0.382,0.618,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-03-19,0.329,0.63,0.041,0.329,0.628,0.043,0.329,0.631,0.04,0.354,0.587,0.059,0.343,0.6,0.057,0.33,0.662,0.008,0.274,0.698,0.028,0.409,0.539,0.052,0.357,0.584,0.059,0.28,0.696,0.024,0.6,0.347,0.053,0.178,0.807,0.015,0.279,0.721,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-03-20,0.313,0.646,0.041,0.298,0.662,0.04,0.325,0.633,0.042,0.31,0.628,0.062,0.33,0.62,0.05,0.331,0.661,0.008,0.266,0.7,0.034,0.415,0.549,0.036,0.305,0.633,0.062,0.282,0.692,0.026,0.551,0.385,0.064,0.168,0.821,0.011,0.32,0.68,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-03-21,0.322,0.635,0.043,0.307,0.654,0.039,0.335,0.619,0.046,0.359,0.58,0.061,0.334,0.615,0.051,0.324,0.661,0.015,0.255,0.711,0.034,0.394,0.565,0.041,0.334,0.6,0.066,0.288,0.687,0.025,0.578,0.356,0.066,0.161,0.827,0.012,0.298,0.702,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-03-22,0.32,0.637,0.043,0.309,0.654,0.037,0.33,0.623,0.047,0.369,0.565,0.066,0.323,0.626,0.051,0.322,0.662,0.016,0.255,0.717,0.028,0.396,0.573,0.031,0.307,0.622,0.071,0.303,0.671,0.026,0.586,0.347,0.067,0.169,0.819,0.012,0.262,0.738,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-03-23,0.322,0.639,0.039,0.32,0.646,0.034,0.324,0.633,0.043,0.363,0.575,0.062,0.333,0.624,0.043,0.312,0.674,0.014,0.263,0.704,0.033,0.389,0.587,0.024,0.323,0.621,0.056,0.297,0.671,0.032,0.606,0.336,0.058,0.164,0.823,0.013,0.258,0.742,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
