"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","Massa","Grabois","Bullrich","Rodriguez Larreta","Milei"
"Mejor",0.117,0.141,0.098,0.13,0.123,0.093,0.119,0.219,0.109,0.088,0.147,0.106,0.078,0.175,0.181,0.08,0.068,0.078
"Igual",0.246,0.24,0.25,0.23,0.271,0.241,0.226,0.249,0.236,0.252,0.453,0.143,0.235,0.425,0.421,0.119,0.269,0.092
"Peor",0.605,0.585,0.622,0.608,0.572,0.638,0.625,0.496,0.607,0.641,0.368,0.727,0.556,0.363,0.356,0.777,0.641,0.787
"No sabe",0.032,0.034,0.03,0.032,0.034,0.028,0.03,0.036,0.048,0.019,0.032,0.024,0.131,0.037,0.042,0.024,0.022,0.043
