"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","Massa","Grabois","Bullrich","Rodriguez Larreta","Milei"
"Sergio Massa",0.455,0.43,0.476,0.487,0.526,0.394,0.355,0.476,0.449,0.452,0.829,0.251,0.529,0.83,0.75,0.192,0.473,0.097
"Javier Milei",0.545,0.57,0.524,0.513,0.474,0.606,0.645,0.524,0.551,0.548,0.171,0.749,0.471,0.17,0.25,0.808,0.527,0.903
