"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","Massa","Grabois","Bullrich","Rodriguez Larreta","Milei"
"Mejor",0.183,0.229,0.145,0.226,0.188,0.168,0.139,0.219,0.211,0.15,0.339,0.103,0.229,0.293,0.268,0.086,0.057,0.201
"Igual",0.245,0.229,0.259,0.223,0.25,0.258,0.249,0.241,0.246,0.247,0.273,0.239,0.22,0.319,0.28,0.209,0.317,0.162
"Peor",0.381,0.397,0.368,0.377,0.388,0.357,0.4,0.332,0.323,0.44,0.204,0.469,0.34,0.222,0.207,0.519,0.386,0.428
"No sabe",0.191,0.145,0.228,0.174,0.174,0.217,0.212,0.208,0.22,0.163,0.184,0.189,0.211,0.166,0.245,0.186,0.24,0.209
