"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","Massa","Grabois","Bullrich","Rodriguez Larreta","Milei"
"Si",0.857,0.875,0.842,0.834,0.877,0.871,0.836,0.816,0.844,0.882,0.863,0.863,0.9,0.864,0.84,0.84,0.824,0.926
"No",0.143,0.125,0.158,0.166,0.123,0.129,0.164,0.184,0.156,0.118,0.137,0.137,0.1,0.136,0.16,0.16,0.176,0.074
