"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","Centro","Norte","Sur","Buenos Aires","Massa","Grabois","Bullrich","Rodriguez Larreta","Milei"
"Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.348,0.324,0.37,0.254,0.321,0.405,0.501,0.342,0.313,0.411,0.22,0.548,0.366,0.362,0.331,0.279,0.356,0.37,0.258,0.828,0.658,0.127
"Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.276,0.344,0.214,0.37,0.288,0.214,0.164,0.263,0.301,0.252,0.178,0.339,0.285,0.314,0.28,0.295,0.238,0.076,0.12,0.126,0.192,0.788
"En blanco",0.22,0.203,0.236,0.238,0.221,0.217,0.193,0.21,0.221,0.233,0.376,0.056,0.211,0.19,0.217,0.254,0.243,0.346,0.43,0.026,0.089,0.041
"No sabe",0.156,0.129,0.18,0.138,0.17,0.164,0.142,0.185,0.165,0.104,0.226,0.057,0.138,0.134,0.172,0.172,0.163,0.208,0.192,0.02,0.061,0.044
