"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","Centro","Norte","Sur","Buenos Aires","Massa","Grabois","Bullrich","Rodriguez Larreta","Milei"
"Unión por la Patria",0.308,0.293,0.321,0.274,0.327,0.328,0.295,0.306,0.3,0.324,0.571,0.088,0.279,0.246,0.304,0.299,0.363,0.656,0.554,0.057,0.195,0.063
"Juntos por el Cambio",0.277,0.246,0.305,0.199,0.233,0.347,0.431,0.268,0.266,0.307,0.137,0.501,0.309,0.302,0.257,0.262,0.268,0.184,0.141,0.812,0.523,0.084
"De los liberales libertarios",0.226,0.285,0.173,0.301,0.233,0.184,0.128,0.214,0.235,0.227,0.136,0.297,0.229,0.226,0.248,0.232,0.213,0.102,0.123,0.085,0.153,0.651
"De la Izquierda",0.049,0.048,0.049,0.052,0.063,0.032,0.031,0.053,0.051,0.04,0.039,0.02,0.086,0.045,0.055,0.038,0.051,0.015,0.146,0.008,0.028,0.038
"Hacemos por nuestro país",0.034,0.037,0.032,0.044,0.037,0.03,0.018,0.034,0.033,0.035,0.023,0.037,0.031,0.06,0.027,0.018,0.019,0.015,0,0.004,0.034,0.059
"Otro",0.035,0.034,0.036,0.051,0.034,0.019,0.027,0.037,0.041,0.021,0.029,0.026,0.022,0.042,0.036,0.062,0.024,0.013,0.007,0.006,0.018,0.047
"En blanco",0.021,0.018,0.024,0.028,0.018,0.019,0.022,0.023,0.025,0.014,0.017,0.006,0.013,0.025,0.023,0.019,0.019,0.002,0.022,0.013,0.023,0.007
"No sabe",0.05,0.039,0.06,0.051,0.055,0.041,0.048,0.065,0.049,0.032,0.048,0.025,0.031,0.054,0.05,0.07,0.043,0.013,0.007,0.015,0.026,0.051
