"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","Centro","Norte","Sur","Buenos Aires","Massa","Grabois","Bullrich","Rodriguez Larreta","Milei"
"Totalmente seguro",0.705,0.724,0.689,0.682,0.696,0.733,0.732,0.677,0.694,0.76,0.753,0.761,0.529,0.683,0.641,0.74,0.753,0.725,0.653,0.727,0.638,0.753
"Bastante seguro",0.124,0.12,0.128,0.144,0.121,0.111,0.115,0.129,0.132,0.104,0.113,0.104,0.23,0.137,0.17,0.107,0.091,0.118,0.153,0.175,0.166,0.123
"Algo seguro",0.091,0.085,0.095,0.096,0.096,0.079,0.084,0.094,0.096,0.079,0.069,0.081,0.162,0.101,0.113,0.068,0.074,0.11,0.162,0.072,0.117,0.08
"Para nada seguro",0.08,0.071,0.088,0.078,0.087,0.077,0.069,0.1,0.078,0.057,0.065,0.054,0.079,0.079,0.076,0.085,0.082,0.047,0.032,0.026,0.079,0.044
