"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","Centro","Norte","Sur","Buenos Aires","Massa","Grabois","Bullrich","Rodriguez Larreta","Milei"
"Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.373,0.339,0.404,0.364,0.396,0.375,0.33,0.391,0.374,0.347,0.672,0.111,0.332,0.286,0.402,0.411,0.425,0.758,0.63,0.065,0.172,0.088
"Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.246,0.232,0.26,0.145,0.192,0.345,0.428,0.239,0.213,0.309,0.084,0.502,0.249,0.269,0.208,0.2,0.255,0.113,0.111,0.815,0.521,0.046
"Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.252,0.311,0.199,0.336,0.279,0.183,0.128,0.237,0.277,0.231,0.157,0.309,0.276,0.273,0.271,0.278,0.22,0.073,0.092,0.072,0.135,0.778
"Los candidatos a presidente y vicepresidente de la izquierda",0.03,0.029,0.03,0.039,0.035,0.014,0.022,0.026,0.034,0.027,0.02,0.012,0.035,0.029,0.029,0.029,0.031,0.022,0.087,0.013,0.028,0.008
"Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro Pais",0.047,0.045,0.048,0.057,0.05,0.039,0.031,0.044,0.049,0.047,0.031,0.038,0.072,0.084,0.038,0.027,0.022,0.015,0.056,0.007,0.07,0.053
"En blanco",0.019,0.016,0.022,0.025,0.014,0.015,0.028,0.026,0.021,0.009,0.013,0.012,0.019,0.024,0.023,0.019,0.014,0.008,0.011,0.004,0.021,0.008
"No sabe",0.033,0.028,0.037,0.034,0.034,0.029,0.033,0.037,0.032,0.03,0.023,0.016,0.017,0.035,0.029,0.036,0.033,0.011,0.013,0.024,0.053,0.019
