"var","categoria","Unión por la Patria","Juntos por el Cambio","De los Liberales libertarios","De la Izquierda","Hacemos por nuestro país","Otro","En blanco","No sabe"
"P05","Mucho",0.45,0.339,0.449,0.304,0.346,0.261,0.297,0.164
"P05","Bastante",0.337,0.358,0.239,0.208,0.222,0.2,0.112,0.239
"P05","Poco",0.148,0.199,0.148,0.175,0.061,0.203,0.12,0.245
"P05","Nada",0.061,0.075,0.124,0.29,0.276,0.236,0.459,0.247
"P05","No sabe",0.004,0.029,0.04,0.023,0.095,0.1,0.012,0.105
"P06","Siempre",0.241,0.257,0.221,0.236,0.416,0.214,0.096,0.113
"P06","Casi siempre",0.345,0.264,0.233,0.128,0.219,0.24,0.164,0.2
"P06","Casi nunca",0.277,0.308,0.334,0.273,0.1,0.323,0.366,0.187
"P06","Nunca, pero esta es una excepción",0.137,0.171,0.212,0.363,0.265,0.223,0.374,0.5
"P11","Arriba Chubut",0.626,0.166,0.154,0.05,0.147,0.216,0.06,0.14
"P11","Juntos por el Cambio Chubut",0.158,0.732,0.187,0.03,0.126,0.101,0.018,0.101
"P11","Por la Libertad Independiente Chubutense",0.07,0.045,0.488,0.114,0.131,0.047,0.022,0.066
"P11","Frente de Izquierda",0.038,0.025,0.02,0.625,0.128,0.02,0.003,0.015
"P11","Generación para un Encuentro Nacional",0,0.002,0.01,0,0.107,0.115,0,0
"P11","Otro",0.012,0.002,0.05,0.015,0.253,0.391,0.067,0.036
"P11","En blanco",0.024,0.01,0.038,0.136,0.094,0.073,0.71,0.03
"P11","No sabe",0.072,0.018,0.053,0.03,0.014,0.037,0.12,0.612
"P14","A Juan Pablo Luque gobernador y Ricardo Sastre vicegobernador por Arriba Chubut",0.668,0.187,0.184,0.135,0.235,0.342,0.141,0.341
"P14","A Ignacio Torres gobernador y Gustavo Menna vicegobernador por Juntos por el Cambio",0.157,0.705,0.236,0.103,0.076,0.109,0.114,0.144
"P14","A César Treffinger gobernador y Laura Mirantes vicegobernadora por La Libertad Independiente Chubutense",0.034,0.061,0.45,0.036,0.22,0.151,0.137,0.068
"P14","A Emilse Saavedra gobernadora y Julieta Rusconi vicegobernadora por el Frente de Izquierda y de los Trabajadores-Unidad",0.069,0.002,0.018,0.591,0.097,0.07,0.063,0.011
"P14","A Oscar Petersen gobernador y Nancy Lobos vicegobernadora por el GEN",0.011,0.008,0.037,0.033,0.112,0.074,0.003,0.045
"P14","En blanco",0.013,0.013,0.032,0.079,0,0.073,0.257,0.035
"P14","No sabe",0.048,0.024,0.043,0.023,0.26,0.181,0.285,0.356
"P17","A Juan Pablo Luque gobernador por la Alianza Arriba Chubut con el apoyo de Cristina Fernández de Kirchner, Sergio Massa, Alberto Fernández, Mariano Arcioni y el Peronismo",0.753,0.225,0.112,0.182,0.116,0.42,0.213,0.29
"P17","A Ignacio Torres gobernador por Juntos por el Cambio con el apoyo de Patricia Bullrich, Horacio Rodríguez Larreta, Mauricio Macri, el PRO y la UCR",0.087,0.642,0.157,0.05,0.233,0.129,0.084,0.15
"P17","A César Treffinger gobernador por La Libertad Independiente Chubutense con el apoyo de Javier Milei",0.068,0.084,0.618,0.156,0.362,0.111,0.191,0.118
"P17","A Emilse Saavedra gobernadora por el Frente de Izquierda y de los Trabajadores-Unidad con el apoyo de Gabriel Solano y Vilma Ripoll",0.036,0.002,0.025,0.444,0,0.038,0,0
"P17","A Oscar Petersen gobernador por el GEN",0.003,0.008,0.058,0.039,0.123,0.048,0,0
"P17","En blanco",0.017,0.01,0.025,0.083,0.083,0.106,0.253,0.032
"P17","No sabe",0.036,0.029,0.005,0.046,0.083,0.148,0.259,0.41
"P20","La votaría",0.659,0.172,0.181,0.271,0.305,0.373,0.147,0.284
"P20","Puede que la vote",0.147,0.145,0.094,0.045,0.122,0.109,0.274,0.101
"P20","Nunca la votaría",0.174,0.617,0.64,0.414,0.543,0.412,0.395,0.263
"P20","No sabe",0.02,0.066,0.085,0.27,0.03,0.106,0.184,0.352
"P21","La votaría",0.148,0.625,0.186,0.123,0.358,0.114,0.176,0.143
"P21","Puede que la vote",0.137,0.13,0.157,0.134,0.088,0.143,0.042,0.099
"P21","Nunca la votaría",0.657,0.168,0.556,0.42,0.522,0.648,0.567,0.407
"P21","No sabe",0.058,0.077,0.101,0.323,0.032,0.095,0.215,0.351
"P22","La votaría",0.089,0.077,0.466,0.026,0.348,0.179,0.276,0.059
"P22","Puede que la vote",0.084,0.153,0.173,0.091,0,0.152,0.047,0.061
"P22","Nunca la votaría",0.731,0.668,0.283,0.581,0.583,0.565,0.478,0.537
"P22","No sabe",0.096,0.102,0.078,0.302,0.069,0.104,0.199,0.343
"P23","La votaría",0.089,0.022,0.097,0.21,0.213,0.126,0.115,0.006
"P23","Puede que la vote",0.201,0.09,0.063,0.151,0.189,0.127,0,0.034
"P23","Nunca la votaría",0.612,0.753,0.642,0.329,0.387,0.655,0.56,0.51
"P23","No sabe",0.098,0.135,0.198,0.31,0.211,0.092,0.325,0.45
"P24","La votaría",0.071,0.018,0.027,0.097,0.257,0.117,0.033,0.017
"P24","Puede que la vote",0.111,0.103,0.091,0.063,0.222,0.106,0.023,0.061
"P24","Nunca la votaría",0.693,0.744,0.646,0.56,0.347,0.683,0.772,0.467
"P24","No sabe",0.125,0.135,0.236,0.28,0.174,0.094,0.172,0.455
"P25","Si",0.411,0.443,0.342,0.318,0.233,0.376,0.27,0.382
"P25","No",0.589,0.557,0.658,0.682,0.767,0.624,0.73,0.618
