"var","categoria","La votaría","Puede que la vote","Nunca la votaría","No sabe"
"P05","Mucho",0.405,0.303,0.41,0.313
"P05","Bastante",0.18,0.413,0.297,0.321
"P05","Poco",0.122,0.136,0.154,0.157
"P05","Nada",0.252,0.093,0.114,0.15
"P05","No sabe",0.041,0.055,0.025,0.059
"P06","Siempre",0.442,0.124,0.225,0.276
"P06","Casi siempre",0.194,0.343,0.273,0.204
"P06","Casi nunca",0.228,0.288,0.333,0.191
"P06","Nunca, pero esta es una excepción",0.136,0.245,0.169,0.329
"P08","Unión por la Patria",0.331,0.264,0.234,0.152
"P08","Juntos por el Cambio",0.108,0.324,0.331,0.217
"P08","De los Liberales libertarios",0.104,0.179,0.18,0.236
"P08","De la Izquierda",0.104,0.035,0.044,0.079
"P08","Hacemos por nuestro país",0.105,0.047,0.01,0.019
"P08","Otro",0.18,0.083,0.076,0.038
"P08","En blanco",0.039,0.014,0.066,0.053
"P08","No sabe",0.029,0.054,0.059,0.206
"P11","Arriba Chubut",0.296,0.356,0.255,0.24
"P11","Juntos por el Cambio Chubut",0.143,0.297,0.375,0.202
"P11","Por la Libertad Independiente Chubutense",0.073,0.093,0.137,0.178
"P11","Frente de Izquierda",0.116,0.065,0.053,0.044
"P11","Generación para un Encuentro Nacional",0.088,0.003,0.01,0
"P11","Otro",0.151,0.063,0.05,0.07
"P11","En blanco",0.095,0.033,0.062,0.091
"P11","No sabe",0.038,0.09,0.058,0.175
"P14","A Juan Pablo Luque gobernador y Ricardo Sastre vicegobernador por Arriba Chubut",0.213,0.289,0.315,0.346
"P14","A Ignacio Torres gobernador y Gustavo Menna vicegobernador por Juntos por el Cambio",0.239,0.369,0.378,0.236
"P14","A César Treffinger gobernador y Laura Mirantes vicegobernadora por La Libertad Independiente Chubutense",0.127,0.141,0.148,0.114
"P14","A Emilse Saavedra gobernadora y Julieta Rusconi vicegobernadora por el Frente de Izquierda y de los Trabajadores-Unidad",0.177,0.051,0.058,0.049
"P14","A Oscar Petersen gobernador y Nancy Lobos vicegobernadora por el GEN",0.167,0.05,0.011,0
"P14","En blanco",0,0.016,0.049,0.064
"P14","No sabe",0.077,0.084,0.041,0.191
"P17","A Juan Pablo Luque gobernador por la Alianza Arriba Chubut con el apoyo de Cristina Fernández de Kirchner, Sergio Massa, Alberto Fernández, Mariano Arcioni y el Peronismo",0.503,0.308,0.319,0.31
"P17","A Ignacio Torres gobernador por Juntos por el Cambio con el apoyo de Patricia Bullrich, Horacio Rodríguez Larreta, Mauricio Macri, el PRO y la UCR",0.092,0.205,0.354,0.184
"P17","A César Treffinger gobernador por La Libertad Independiente Chubutense con el apoyo de Javier Milei",0.133,0.296,0.182,0.215
"P17","A Emilse Saavedra gobernadora por el Frente de Izquierda y de los Trabajadores-Unidad con el apoyo de Gabriel Solano y Vilma Ripoll",0.142,0.04,0.035,0.041
"P17","A Oscar Petersen gobernador por el GEN",0.084,0.027,0.012,0.02
"P17","En blanco",0.043,0.038,0.05,0.057
"P17","No sabe",0.003,0.086,0.048,0.173
"P20","La votaría",0.511,0.283,0.306,0.255
"P20","Puede que la vote",0.089,0.275,0.086,0.148
"P20","Nunca la votaría",0.338,0.407,0.571,0.258
"P20","No sabe",0.062,0.035,0.037,0.339
"P21","La votaría",0.362,0.265,0.337,0.156
"P21","Puede que la vote",0.238,0.238,0.109,0.097
"P21","Nunca la votaría",0.331,0.425,0.512,0.318
"P21","No sabe",0.069,0.072,0.042,0.429
"P22","La votaría",0.461,0.198,0.137,0.176
"P22","Puede que la vote",0.1,0.404,0.089,0.103
"P22","Nunca la votaría",0.349,0.345,0.741,0.216
"P22","No sabe",0.09,0.053,0.033,0.505
"P23","La votaría",0.526,0.154,0.048,0.009
"P23","Puede que la vote",0.239,0.447,0.067,0.053
"P23","Nunca la votaría",0.214,0.298,0.855,0.143
"P23","No sabe",0.021,0.101,0.03,0.795
"P25","Si",0.49,0.359,0.387,0.363
"P25","No",0.51,0.641,0.613,0.637
