"var","categoria","Siempre","Casi siempre","Casi nunca","Nunca, pero esta es una excepción"
"P05","Mucho",0.641,0.366,0.227,0.144
"P05","Bastante",0.199,0.438,0.282,0.159
"P05","Poco",0.067,0.125,0.289,0.235
"P05","Nada",0.066,0.067,0.157,0.35
"P05","No sabe",0.027,0.004,0.045,0.112
"P08","Unión por la Patria",0.23,0.286,0.199,0.116
"P08","Juntos por el Cambio",0.326,0.29,0.293,0.193
"P08","De los Liberales libertarios",0.172,0.158,0.195,0.147
"P08","De la Izquierda",0.062,0.029,0.054,0.085
"P08","Hacemos por nuestro país",0.037,0.017,0.007,0.021
"P08","Otro",0.076,0.074,0.086,0.071
"P08","En blanco",0.029,0.042,0.081,0.098
"P08","No sabe",0.068,0.104,0.085,0.269
"P11","Arriba Chubut",0.247,0.358,0.227,0.152
"P11","Juntos por el Cambio Chubut",0.344,0.32,0.291,0.229
"P11","Por la Libertad Independiente Chubutense",0.176,0.094,0.133,0.122
"P11","Frente de Izquierda",0.056,0.052,0.073,0.063
"P11","Generación para un Encuentro Nacional",0.022,0.002,0.008,0.025
"P11","Otro",0.05,0.066,0.065,0.047
"P11","En blanco",0.053,0.067,0.075,0.127
"P11","No sabe",0.052,0.041,0.128,0.235
"P14","A Juan Pablo Luque gobernador y Ricardo Sastre vicegobernador por Arriba Chubut",0.343,0.385,0.273,0.249
"P14","A Ignacio Torres gobernador y Gustavo Menna vicegobernador por Juntos por el Cambio",0.295,0.343,0.326,0.297
"P14","A César Treffinger gobernador y Laura Mirantes vicegobernadora por La Libertad Independiente Chubutense",0.165,0.091,0.182,0.1
"P14","A Emilse Saavedra gobernadora y Julieta Rusconi vicegobernadora por el Frente de Izquierda y de los Trabajadores-Unidad",0.046,0.053,0.069,0.099
"P14","A Oscar Petersen gobernador y Nancy Lobos vicegobernadora por el GEN",0.049,0.019,0.011,0.03
"P14","En blanco",0.039,0.037,0.034,0.062
"P14","No sabe",0.063,0.072,0.105,0.163
"P17","A Juan Pablo Luque gobernador por la Alianza Arriba Chubut con el apoyo de Cristina Fernández de Kirchner, Sergio Massa, Alberto Fernández, Mariano Arcioni y el Peronismo",0.359,0.394,0.324,0.239
"P17","A Ignacio Torres gobernador por Juntos por el Cambio con el apoyo de Patricia Bullrich, Horacio Rodríguez Larreta, Mauricio Macri, el PRO y la UCR",0.279,0.291,0.284,0.227
"P17","A César Treffinger gobernador por La Libertad Independiente Chubutense con el apoyo de Javier Milei",0.174,0.168,0.234,0.215
"P17","A Emilse Saavedra gobernadora por el Frente de Izquierda y de los Trabajadores-Unidad con el apoyo de Gabriel Solano y Vilma Ripoll",0.056,0.026,0.045,0.047
"P17","A Oscar Petersen gobernador por el GEN",0.056,0.009,0.006,0.024
"P17","En blanco",0.045,0.04,0.032,0.067
"P17","No sabe",0.031,0.072,0.075,0.181
"P20","La votaría",0.349,0.352,0.281,0.266
"P20","Puede que la vote",0.12,0.127,0.143,0.125
"P20","Nunca la votaría",0.444,0.442,0.501,0.404
"P20","No sabe",0.087,0.079,0.075,0.205
"P21","La votaría",0.35,0.323,0.285,0.232
"P21","Puede que la vote",0.073,0.182,0.14,0.114
"P21","Nunca la votaría",0.472,0.429,0.471,0.414
"P21","No sabe",0.105,0.066,0.104,0.24
"P22","La votaría",0.252,0.104,0.202,0.124
"P22","Puede que la vote",0.112,0.147,0.101,0.127
"P22","Nunca la votaría",0.519,0.643,0.6,0.509
"P22","No sabe",0.117,0.106,0.097,0.24
"P23","La votaría",0.137,0.029,0.092,0.045
"P23","Puede que la vote",0.097,0.126,0.107,0.097
"P23","Nunca la votaría",0.581,0.678,0.679,0.56
"P23","No sabe",0.185,0.167,0.122,0.298
"P24","La votaría",0.092,0.036,0.038,0.032
"P24","Puede que la vote",0.05,0.124,0.092,0.114
"P24","Nunca la votaría",0.64,0.696,0.751,0.555
"P24","No sabe",0.218,0.144,0.119,0.299
"P25","Si",0.538,0.518,0.218,0.237
"P25","No",0.462,0.482,0.782,0.763
