"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","Centro","Norte","Sur","Buenos Aires","Massa","Grabois","Bullrich","Rodriguez Larreta","Milei"
"Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.499,0.47,0.525,0.491,0.551,0.439,0.471,0.589,0.484,0.408,0.786,0.179,0.625,0.424,0.604,0.366,0.527,0.833,0.563,0.164,0.243,0.194
"Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.293,0.284,0.302,0.207,0.258,0.377,0.416,0.238,0.266,0.407,0.087,0.619,0.207,0.342,0.199,0.363,0.292,0.128,0.127,0.827,0.679,0.182
"En blanco",0.108,0.138,0.081,0.181,0.099,0.07,0.05,0.088,0.121,0.112,0.07,0.105,0.099,0.116,0.099,0.182,0.095,0.01,0.16,0.005,0.026,0.429
"No sabe",0.1,0.108,0.092,0.121,0.092,0.114,0.063,0.085,0.129,0.073,0.057,0.097,0.069,0.118,0.098,0.089,0.086,0.029,0.15,0.004,0.052,0.195
