"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","Centro","Norte","Sur","Buenos Aires","Massa","Grabois","Bullrich","Rodriguez Larreta","Milei"
"Tiene Decidido que va a ir a votar",0.905,0.896,0.913,0.872,0.921,0.942,0.877,0.878,0.899,0.951,0.916,0.929,0.887,0.901,0.875,0.932,0.921,0.977,0.802,0.913,0.951,0.891
"Tiene dudas sobre si va a ir a  votar",0.059,0.056,0.061,0.081,0.048,0.042,0.065,0.078,0.063,0.026,0.047,0.039,0.08,0.058,0.074,0.04,0.054,0.008,0.037,0.05,0.049,0.085
"Tiene Decidido que no va a ir a votar",0.036,0.048,0.026,0.047,0.031,0.016,0.058,0.044,0.038,0.023,0.037,0.032,0.033,0.041,0.051,0.028,0.025,0.015,0.161,0.037,0,0.024
