"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Centro","Norte","Sur","Buenos Aires"
"La nación",0.376,0.381,0.37,0.368,0.373,0.384,0.379,0.35,0.339,0.452,0.405,0.277,0.353,0.395
"La provincia",0.204,0.214,0.195,0.198,0.184,0.216,0.239,0.193,0.244,0.164,0.181,0.292,0.271,0.179
"El municipio",0.23,0.233,0.228,0.306,0.242,0.201,0.157,0.218,0.24,0.23,0.243,0.256,0.245,0.207
"No sabe",0.19,0.172,0.207,0.128,0.201,0.199,0.225,0.239,0.177,0.154,0.171,0.175,0.131,0.219
