"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Centro","Norte","Sur","Buenos Aires"
"Si",0.431,0.517,0.349,0.363,0.463,0.437,0.43,0.366,0.424,0.512,0.454,0.383,0.313,0.448
"No",0.405,0.376,0.433,0.516,0.395,0.392,0.317,0.432,0.436,0.334,0.404,0.401,0.577,0.385
"No sabe",0.164,0.107,0.218,0.121,0.142,0.171,0.253,0.202,0.14,0.154,0.142,0.216,0.11,0.167
