"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Centro","Norte","Sur","Fernandez","Macri","Lavagna"
"A Alberto Fernández",0.125,0.087,0.16,0,0.138,0.149,0.252,0.103,0.172,0.079,0.092,0.109,0.167,0.141,0.129,0
"A Sergio Massa",0.243,0.194,0.288,0.356,0.124,0.263,0.401,0.256,0.217,0.268,0.253,0.314,0.203,0.249,0.289,0
"A algún candidato del peronismo",0.412,0.432,0.394,0.174,0.523,0.498,0.321,0.375,0.422,0.444,0.447,0.312,0.418,0.172,0.57,1
"A algún candidato del kirchnerismo",0.22,0.287,0.158,0.47,0.215,0.09,0.026,0.266,0.189,0.209,0.208,0.265,0.212,0.438,0.012,0
