"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Centro","Norte","Sur","Fernandez","Macri","Lavagna"
"A Julio Zamora por el Frente de Todos",0.29,0.255,0.323,0.208,0.31,0.304,0.321,0.245,0.357,0.23,0.275,0.33,0.288,0.504,0.146,0.179
"A Malena Galmarini por el Frente de Todos",0.116,0.12,0.112,0.103,0.135,0.103,0.094,0.137,0.117,0.09,0.134,0.05,0.126,0.189,0.073,0.179
"A Segundo Cernadas por Cambiemos",0.256,0.297,0.219,0.233,0.259,0.261,0.27,0.282,0.242,0.251,0.279,0.207,0.254,0.085,0.431,0.239
"A Nicolás Massot por Cambiemos",0.075,0.073,0.076,0.098,0.039,0.091,0.123,0.067,0.063,0.101,0.07,0.081,0.076,0.03,0.121,0.015
"Al candidato de los liberales libertarios",0.11,0.142,0.081,0.217,0.099,0.082,0.045,0.108,0.097,0.135,0.12,0.123,0.096,0.068,0.117,0.091
"A Paula Akerfeld por el Frente de Izquierda",0.037,0.041,0.034,0.023,0.036,0.056,0.031,0.069,0.023,0.028,0.025,0.058,0.041,0.047,0.023,0.091
"No sabe",0.116,0.072,0.155,0.118,0.122,0.103,0.116,0.092,0.101,0.165,0.097,0.151,0.119,0.077,0.089,0.206
