"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Centro","Norte","Sur","Fernandez","Macri","Lavagna"
"Que continúe el intendente Julio Zamora",0.186,0.169,0.202,0.234,0.194,0.141,0.172,0.146,0.23,0.16,0.203,0.199,0.164,0.32,0.081,0.19
"Que continúe Julio Zamora pero con mejoras",0.249,0.191,0.304,0.204,0.257,0.295,0.213,0.245,0.278,0.207,0.203,0.272,0.284,0.365,0.17,0.125
"Que cambie Julio Zamora pero que se mantengan los avances",0.156,0.166,0.146,0.129,0.141,0.177,0.201,0.205,0.112,0.171,0.171,0.108,0.161,0.129,0.169,0.135
"Que cambie el intendente Julio Zamora",0.409,0.474,0.348,0.433,0.408,0.387,0.414,0.404,0.38,0.462,0.423,0.421,0.391,0.186,0.58,0.55
