"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Centro","Norte","Sur","Fernandez","Macri","Lavagna"
"Son lo mismo, ambos son de Massa",0.227,0.236,0.22,0.31,0.198,0.235,0.193,0.232,0.201,0.262,0.178,0.267,0.259,0.147,0.29,0.065
"Son aliados en el Frente de Todos pero compiten",0.331,0.293,0.363,0.282,0.35,0.332,0.339,0.27,0.369,0.339,0.356,0.294,0.322,0.491,0.232,0.19
"Son enemigos porque Zamora traicionó a Massa",0.231,0.29,0.182,0.242,0.235,0.238,0.196,0.273,0.236,0.179,0.291,0.214,0.181,0.162,0.286,0.374
"No sabe",0.211,0.181,0.235,0.166,0.217,0.195,0.272,0.225,0.194,0.22,0.175,0.225,0.238,0.2,0.192,0.371
