"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Centro","Norte","Sur","Fernandez","Macri","Lavagna"
"Seguro lo votaria",0.255,0.302,0.211,0.284,0.321,0.219,0.109,0.331,0.268,0.164,0.294,0.282,0.213,0.25,0.254,0
"Quizás lo votaría",0.266,0.295,0.239,0.245,0.297,0.23,0.265,0.25,0.314,0.215,0.2,0.365,0.295,0.196,0.309,0.482
"Nunca lo votaría",0.479,0.403,0.55,0.471,0.382,0.551,0.626,0.419,0.418,0.621,0.506,0.353,0.492,0.554,0.437,0.518
