"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Centro","Norte","Sur","Fernandez","Macri","Lavagna"
"A Alberto Fernández",0.084,0.115,0.055,0.158,0.039,0.056,0.143,0.165,0.027,0.073,0.043,0.256,0.049,0.057,0.056,0
"A Sergio Massa",0.236,0.258,0.216,0.159,0.171,0.375,0.358,0.324,0.241,0.118,0.292,0.297,0.151,0.177,0.311,0
"A algún candidato del peronismo",0.406,0.39,0.421,0.182,0.56,0.378,0.341,0.298,0.45,0.473,0.406,0.378,0.42,0.114,0.633,1
"A Cristina Fernández de Kirchner",0.274,0.237,0.308,0.501,0.23,0.191,0.158,0.213,0.282,0.336,0.259,0.069,0.38,0.652,0,0
