"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Centro","Norte","Sur","Fernandez","Macri","Lavagna"
"Los robos",0.293,0.272,0.31,0.336,0.331,0.252,0.196,0.347,0.216,0.351,0.282,0.268,0.313,0.309,0.298,0.489
"El narcotráfico",0.296,0.298,0.295,0.237,0.284,0.347,0.321,0.276,0.306,0.302,0.349,0.292,0.247,0.223,0.354,0.117
"La ausencia de patrulleros y personal policial",0.137,0.149,0.127,0.147,0.121,0.172,0.115,0.175,0.141,0.091,0.105,0.182,0.15,0.136,0.107,0.106
"Otro",0.171,0.184,0.159,0.174,0.196,0.128,0.162,0.087,0.236,0.16,0.145,0.199,0.184,0.219,0.131,0.288
"Ninguno",0.103,0.097,0.109,0.106,0.068,0.101,0.206,0.115,0.101,0.096,0.119,0.059,0.106,0.113,0.11,0
