"var","categoria","Muy buena","Buena","Ni buena ni mala","Mala","Muy mala","No sabe"
"P07","Al candidato del Frente de Todos",0.469,0.581,0.533,0.288,0.116,0.232
"P07","Al candidato de Juntos por el Cambio",0.417,0.18,0.17,0.317,0.512,0.135
"P07","Al candidato de los liberales - libertarios",0.027,0.101,0.127,0.17,0.245,0
"P07","Al candidato de la Izquierda",0,0.016,0.012,0.044,0.039,0
"P07","A otro candidato",0.031,0.025,0.07,0.083,0.036,0.171
"P07","No sabe",0.056,0.097,0.088,0.098,0.052,0.462
"P08","A Julio Zamora por el Frente de Todos",0.271,0.425,0.554,0.241,0.14,0.232
"P08","A Malena Galmarini por el Frente de Todos",0.49,0.186,0.084,0.034,0.041,0.281
"P08","A Segundo Cernadas por Cambiemos",0.135,0.194,0.115,0.27,0.469,0.123
"P08","A Nicolás Massot por Cambiemos",0.051,0.067,0.032,0.108,0.084,0
"P08","Al candidato de los liberales libertarios",0,0.003,0.063,0.161,0.151,0
"P08","A Paula Akerfeld por el Frente de Izquierda",0.034,0.065,0.036,0.035,0.035,0.136
"P08","No sabe",0.019,0.06,0.116,0.151,0.08,0.228
"P10","A Julio Zamora por el Frente de Todos",0.625,0.589,0.534,0.203,0.136,0.368
"P10","A Segundo Cernadas por Cambiemos",0.23,0.236,0.161,0.331,0.464,0.123
"P10","Al candidato de los liberales libertarios",0.057,0.019,0.116,0.242,0.246,0
"P10","A Paula Akerfeld por el Frente de Izquierda",0.029,0.086,0.02,0.046,0.039,0
"P10","No sabe",0.059,0.07,0.169,0.178,0.115,0.509
"P12","A Malena Galmarini por el Frente de Todos",0.626,0.613,0.329,0.107,0.098,0.604
"P12","A Segundo Cernadas por Cambiemos",0.301,0.207,0.165,0.383,0.524,0.168
"P12","Al candidato de los liberales libertarios",0.022,0.064,0.124,0.162,0.207,0
"P12","A Paula Akerfeld por el Frente de Izquierda",0.006,0.024,0.038,0.048,0.04,0
"P12","No sabe",0.045,0.092,0.344,0.3,0.131,0.228
"P14","Muy buena",0.358,0.302,0.037,0.08,0.041,0.281
"P14","Buena",0.321,0.329,0.291,0.071,0.027,0
"P14","Ni buena ni mala",0.158,0.2,0.438,0.287,0.057,0.232
"P14","Mala",0.147,0.028,0.105,0.254,0.235,0.092
"P14","Muy mala",0.016,0.127,0.092,0.212,0.606,0.031
"P14","No sabe",0,0.014,0.037,0.096,0.034,0.364
"P15","Muy buena",0.217,0.302,0.195,0.142,0.123,0
"P15","Buena",0.309,0.433,0.311,0.196,0.092,0.136
"P15","Ni buena ni mala",0.124,0.144,0.34,0.282,0.185,0.335
"P15","Mala",0.084,0.047,0.079,0.28,0.286,0.047
"P15","Muy mala",0.124,0.051,0.053,0.051,0.308,0.031
"P15","No sabe",0.142,0.023,0.022,0.049,0.006,0.451
"P16","Muy buena",0.043,0.111,0.084,0.141,0.308,0.045
"P16","Buena",0.146,0.151,0.077,0.159,0.208,0.104
"P16","Ni buena ni mala",0.33,0.235,0.328,0.357,0.243,0.309
"P16","Mala",0.155,0.18,0.205,0.103,0.082,0.045
"P16","Muy mala",0.222,0.207,0.178,0.102,0.135,0.045
"P16","No sabe",0.104,0.116,0.128,0.138,0.024,0.452
"P17","Muy buena",0.029,0.005,0,0.018,0.029,0
"P17","Buena",0.134,0.156,0.041,0.057,0.018,0.045
"P17","Ni buena ni mala",0.359,0.337,0.429,0.339,0.31,0.173
"P17","Mala",0.018,0.069,0.104,0.035,0.12,0
"P17","Muy mala",0,0.057,0.011,0.054,0.113,0
"P17","No sabe",0.46,0.376,0.415,0.497,0.41,0.782
"P18","Muy buena",0.153,0.104,0.017,0.1,0.066,0
"P18","Buena",0.05,0.096,0.057,0.129,0.209,0
"P18","Ni buena ni mala",0.388,0.385,0.402,0.204,0.278,0.382
"P18","Mala",0.117,0.058,0.105,0.042,0.111,0.045
"P18","Muy mala",0.024,0.054,0.117,0.135,0.115,0.031
"P18","No sabe",0.268,0.303,0.302,0.39,0.221,0.542
"P19","Muy buena",0.322,0.338,0.183,0.147,0.099,0
"P19","Buena",0.33,0.346,0.285,0.217,0.114,0.187
"P19","Ni buena ni mala",0.084,0.212,0.354,0.36,0.261,0.324
"P19","Mala",0.106,0.054,0.122,0.225,0.262,0.045
"P19","Muy mala",0.149,0.05,0.043,0.036,0.252,0.078
"P19","No sabe",0.009,0,0.013,0.015,0.012,0.366
"P20","Que continúe el intendente Julio Zamora",0.181,0.273,0.243,0.136,0.106,0.326
"P20","Que continúe Julio Zamora pero con mejoras",0.404,0.364,0.375,0.253,0.051,0.425
