"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna"
"Toloza Paz",0.297,0.307,0.288,0.285,0.3,0.329,0.264,0.354,0.257,0.292,0.539,0.059,0.086
"Diego Santilli",0.256,0.267,0.247,0.117,0.264,0.365,0.343,0.235,0.26,0.277,0.083,0.61,0.147
"Facundo Manes",0.096,0.097,0.095,0.067,0.102,0.097,0.132,0.116,0.05,0.15,0.04,0.166,0.198
"Florencio Randazzo",0.046,0.055,0.038,0.048,0.061,0.038,0.016,0.027,0.064,0.04,0.045,0.013,0.249
"A la izquierda",0.033,0.03,0.035,0.061,0.028,0.018,0.013,0.019,0.041,0.037,0.026,0.001,0.05
"Jose Luis Espert",0.083,0.113,0.056,0.171,0.062,0.048,0.021,0.074,0.08,0.102,0.056,0.092,0.064
"Otros candidatos",0.091,0.052,0.126,0.101,0.108,0.044,0.095,0.081,0.123,0.046,0.124,0.013,0.134
"Votaría en blanco o anularía",0.098,0.079,0.115,0.15,0.075,0.061,0.116,0.094,0.125,0.056,0.087,0.046,0.072
