"var","categoria","Mejor","Igual","Peor","No sabe"
"P11","A Tolosa Paz por el Frente de todos",0.693,0.437,0.171,0.125
"P11","A Santilli y Manes por Juntos",0.263,0.286,0.541,0.196
"P11","A Del Caño por el Frente de Izquierda",0.014,0.026,0.054,0.152
"P11","A Espert por Avanza libertad",0.005,0.047,0.115,0.014
"P11","A Randazo por “Vamos con vos""",0.02,0.034,0.006,0
"P11","A Hotton por “+Valores”",0,0.063,0.003,0
"P11","Votaría en blanco o anularía",0.005,0.107,0.11,0.513
