"var","categoria","Positiva","Neutra","Negativa","No sabe"
"P06","Del Frente de Todos y el peronismo",0.744,0.427,0.126,0.259
"P06","De Juntos por el cambio",0.059,0.107,0.285,0.023
"P06","De los Liberales libertarios",0.07,0.116,0.303,0.045
"P06","De la Izquierda",0.026,0.055,0.073,0.012
"P06","No sabe",0.101,0.295,0.213,0.661
"P07","A Alberto Fernández",0.308,0.184,0.285,0.446
"P07","A Sergio Massa",0.074,0.08,0.174,0
"P07","A algún candidato del peronismo",0.189,0.188,0.352,0.508
"P07","A algún candidato del kirchnerismo",0.429,0.548,0.189,0.046
"P08","A Alberto Fernández",0.146,0.117,0.075,0.446
"P08","A Sergio Massa",0.118,0.038,0.192,0.432
"P08","A algún candidato del peronismo",0.072,0.15,0.455,0.076
"P08","A Cristina Fernández de Kirchner",0.664,0.695,0.278,0.046
"P09","A Horacio Rodriguez Larreta",0.409,0.32,0.164,0
"P09","A Mauricio Macri",0,0.555,0.294,0
"P09","A Patricia Bullrich",0.529,0.04,0.314,0
"P09","A Facundo Manes",0.01,0.051,0.075,1
"P09","A Gerardo Morales",0.052,0.034,0.153,0
"P10","Eduardo Costa por Cambia Santa Cruz",0.055,0.036,0.173,0.124
"P10","Máximo Kirchner por el Frente de Todos",0.408,0.04,0.022,0.143
"P10","Pablo Grasso por el Frente de Todos",0.191,0.183,0.144,0.018
"P10","Javier Belloni por el Frente de Todos",0.081,0.249,0.112,0.058
"P10","Pablo González por el Frente de Todos",0.07,0.07,0.014,0
"P10","Fernando Cotillo por el Frente de Todos",0.018,0.019,0.016,0.007
"P10","Claudio Vidal por Somos Energía para Renovar Santa Cruz-SER",0.113,0.201,0.252,0.253
"P10","Roxana Reyes por Cambia Santa Cruz",0.003,0.046,0.112,0.063
"P10","No sabe",0.061,0.156,0.155,0.334
"P11","Eduardo Costa por Cambia Santa Cruz",0.07,0.092,0.18,0
"P11","Pablo Grasso por el Frente de Todos",0.25,0.144,0.145,0.018
"P11","Javier Belloni por el Frente de Todos",0.121,0.217,0.088,0.027
"P11","Alicia Kirchner por el Frente de Todos",0.273,0.079,0.02,0.077
"P11","Pablo González por el Frente de Todos",0.063,0.081,0.01,0.111
"P11","Fernando Cotillo por el Frente de Todos",0.018,0.019,0.018,0.038
"P11","Claudio Vidal por Somos Energía para Renovar Santa Cruz-SER",0.115,0.199,0.238,0.253
"P11","Roxana Reyes por Cambia Santa Cruz",0.032,0.035,0.139,0.063
"P11","No sabe",0.058,0.134,0.162,0.413
"P12","Eduardo Costa por Cambia Santa Cruz",0.089,0.041,0.189,0
"P12","Javier Belloni por el Frente de Todos",0.17,0.168,0.107,0.169
"P12","Pablo Grasso por el Frente de Todos",0.311,0.23,0.128,0.007
"P12","Pablo González por el Frente de Todos",0.124,0.084,0.012,0.018
