"var","categoria","Positiva","Neutra","Negativa","No sabe"
"P06","Del Frente de Todos y el peronismo",0.12,0.21,0.471,0.198
"P06","De Juntos por el cambio",0.411,0.219,0.125,0.003
"P06","De los Liberales libertarios",0.256,0.269,0.172,0.133
"P06","De la Izquierda",0.019,0.04,0.061,0.156
"P06","No sabe",0.194,0.262,0.171,0.51
"P07","A Alberto Fernández",0.921,0.5,0.176,0.36
"P07","A Sergio Massa",0.035,0.101,0.102,0.058
"P07","A algún candidato del peronismo",0,0.139,0.262,0.482
"P07","A algún candidato del kirchnerismo",0.044,0.26,0.46,0.1
"P08","A Alberto Fernández",0.376,0.096,0.106,0.36
"P08","A Sergio Massa",0.315,0.079,0.132,0
"P08","A algún candidato del peronismo",0,0.196,0.175,0.286
"P08","A Cristina Fernández de Kirchner",0.309,0.629,0.587,0.354
"P09","A Horacio Rodriguez Larreta",0.177,0.353,0.079,0
"P09","A Mauricio Macri",0.192,0.167,0.505,0
"P09","A Patricia Bullrich",0.333,0.365,0.229,0
"P09","A Facundo Manes",0.089,0.071,0.057,1
"P09","A Gerardo Morales",0.209,0.044,0.13,0
"P10","Eduardo Costa por Cambia Santa Cruz",0.414,0.055,0.047,0.076
"P10","Máximo Kirchner por el Frente de Todos",0.079,0.131,0.14,0.104
"P10","Pablo Grasso por el Frente de Todos",0.035,0.101,0.233,0.091
"P10","Javier Belloni por el Frente de Todos",0.09,0.119,0.147,0.064
"P10","Pablo González por el Frente de Todos",0.039,0.017,0.047,0
"P10","Fernando Cotillo por el Frente de Todos",0.01,0.041,0.011,0
"P10","Claudio Vidal por Somos Energía para Renovar Santa Cruz-SER",0.105,0.262,0.212,0.311
"P10","Roxana Reyes por Cambia Santa Cruz",0.156,0.104,0.035,0.034
"P10","No sabe",0.072,0.17,0.128,0.32
"P11","Eduardo Costa por Cambia Santa Cruz",0.415,0.101,0.059,0
"P11","Pablo Grasso por el Frente de Todos",0.064,0.15,0.22,0.091
"P11","Javier Belloni por el Frente de Todos",0.039,0.107,0.144,0.11
"P11","Alicia Kirchner por el Frente de Todos",0.067,0.088,0.104,0.084
"P11","Pablo González por el Frente de Todos",0.028,0.023,0.054,0
"P11","Fernando Cotillo por el Frente de Todos",0.01,0.046,0.011,0.019
"P11","Claudio Vidal por Somos Energía para Renovar Santa Cruz-SER",0.143,0.201,0.222,0.228
"P11","Roxana Reyes por Cambia Santa Cruz",0.187,0.129,0.053,0.035
"P11","No sabe",0.047,0.155,0.133,0.433
"P12","Eduardo Costa por Cambia Santa Cruz",0.413,0.107,0.061,0
"P12","Javier Belloni por el Frente de Todos",0.063,0.082,0.186,0.129
"P12","Pablo Grasso por el Frente de Todos",0.052,0.161,0.258,0.056
"P12","Pablo González por el Frente de Todos",0.05,0.066,0.05,0.011
"P12","Fernando Cotillo por el Frente de Todos",0.039,0.024,0.034,0
"P12","Claudio Vidal por Somos Energía para Renovar Santa Cruz-SER",0.105,0.21,0.167,0.164
"P12","Roxana Reyes por Cambia Santa Cruz",0.202,0.155,0.083,0.194
"P12","No sabe",0.076,0.195,0.161,0.446
"P13","Lo votaría",0.145,0.131,0.186,0.104
"P13","Puede que lo vote",0.08,0.13,0.171,0.128
"P13","Nunca lo votaría",0.754,0.62,0.56,0.433
"P13","No sabe",0.021,0.119,0.083,0.335
"P14","Lo votaría",0.15,0.173,0.177,0.172
"P14","Puede que lo vote",0.052,0.096,0.179,0.045
"P14","Nunca lo votaría",0.77,0.627,0.546,0.443
"P14","No sabe",0.028,0.104,0.098,0.34
"P15","Lo votaría",0.437,0.156,0.088,0.054
"P15","Puede que lo vote",0.206,0.17,0.131,0.038
"P15","Nunca lo votaría",0.297,0.502,0.673,0.348
"P15","No sabe",0.06,0.172,0.108,0.56
"P16","Lo votaría",0.247,0.239,0.22,0.262
"P16","Puede que lo vote",0.201,0.207,0.15,0.072
"P16","Nunca lo votaría",0.504,0.447,0.567,0.265
"P16","No sabe",0.048,0.107,0.063,0.401
"P17","Lo votaría",0.096,0.094,0.102,0.036
"P17","Puede que lo vote",0.15,0.104,0.165,0.014
"P17","Nunca lo votaría",0.709,0.666,0.647,0.491
"P17","No sabe",0.045,0.136,0.086,0.459
"P18","Lo votaría",0.118,0.11,0.215,0.11
"P18","Puede que lo vote",0.134,0.189,0.175,0.138
"P18","Nunca lo votaría",0.663,0.564,0.529,0.39
"P18","No sabe",0.085,0.137,0.081,0.362
"P19","Lo votaría",0.505,0.108,0.07,0.065
"P19","Puede que lo vote",0.216,0.229,0.037,0.024
"P19","Nunca lo votaría",0.227,0.55,0.842,0.488
"P19","No sabe",0.052,0.113,0.051,0.423
"P20","Lo votaría",0.115,0.153,0.255,0.083
"P20","Puede que lo vote",0.116,0.137,0.193,0.132
"P20","Nunca lo votaría",0.7,0.58,0.475,0.326
"P20","No sabe",0.069,0.13,0.077,0.459
"P21","Lo votaría",0.037,0.057,0.055,0
"P21","Puede que lo vote",0.106,0.063,0.079,0.089
"P21","Nunca lo votaría",0.767,0.749,0.776,0.405
"P21","No sabe",0.09,0.131,0.09,0.506
"P22","Positiva",0.145,0.122,0.198,0.019
"P22","Neutra",0.35,0.558,0.373,0.066
"P22","Negativa",0.486,0.223,0.353,0.02
"P22","No sabe",0.019,0.097,0.076,0.895
"P23","Positiva",0.217,0.267,0.253,0.129
"P23","Neutra",0.114,0.319,0.179,0.107
"P23","Negativa",0.669,0.403,0.549,0.369
"P23","No sabe",0,0.011,0.019,0.395
"P25","Positiva",0.251,0.184,0.285,0.085
"P25","Neutra",0.023,0.327,0.133,0.089
"P25","Negativa",0.726,0.473,0.568,0.34
"P25","No sabe",0,0.016,0.014,0.486
"P26","Positiva",0.391,0.359,0.274,0.241
"P26","Neutra",0.221,0.407,0.239,0.076
"P26","Negativa",0.379,0.205,0.46,0.188
"P26","No sabe",0.009,0.029,0.027,0.495
"P27","Positiva",0.259,0.341,0.357,0.159
"P27","Neutra",0.201,0.418,0.22,0.245
"P27","Negativa",0.487,0.217,0.352,0.102
"P27","No sabe",0.053,0.024,0.071,0.494
"P28","Positiva",0.635,0.188,0.124,0.06
"P28","Neutra",0.137,0.544,0.207,0.087
"P28","Negativa",0.171,0.194,0.61,0.133
"P28","No sabe",0.057,0.074,0.059,0.72
"P29","Positiva",0.146,0.105,0.115,0.028
"P29","Neutra",0.223,0.401,0.261,0.11
"P29","Negativa",0.564,0.352,0.551,0.125
"P29","No sabe",0.067,0.142,0.073,0.737
"P30","Positiva",0.196,0.247,0.376,0.077
"P30","Neutra",0.191,0.364,0.199,0.087
