"var","categoria","Mejor","Igual","Peor","No sabe"
"P09","Toloza Paz",0.759,0.323,0.104,0.454
"P09","Diego Santilli",0,0.218,0.458,0.143
"P09","Facundo Manes",0.016,0.238,0.192,0.071
"P09","Florencio Randazzo",0.048,0.01,0.044,0
"P09","A la izquierda",0,0.049,0.012,0.022
"P09","Jose Luis Espert",0.047,0.022,0.065,0.059
"P09","Otros candidatos",0.071,0.107,0.03,0.148
"P09","Votaría en blanco o anularía",0.059,0.033,0.095,0.103
