"var","categoria","La votaría","Puede que la vote","Nunca la votaría","No sabe"
"P04","Tengo trabajo estable",0.418,0.45,0.44,0.233
"P04","Realizo changas o trabajos de vez en cuando",0.182,0.19,0.193,0.222
"P04","No tengo trabajo",0.14,0.154,0.185,0.237
"P04","Soy jubilado o pensionado",0.26,0.206,0.182,0.308
"P05","1",0.382,0.308,0.2,0.332
"P05","2",0.067,0.123,0.048,0.055
"P05","3",0.105,0.049,0.046,0.011
"P05","4",0.086,0.068,0.054,0.078
"P05","5",0.206,0.255,0.189,0.215
"P05","6",0.026,0.046,0.068,0.033
"P05","7",0.031,0.026,0.107,0.083
"P05","8",0.009,0.026,0.067,0.014
"P05","9",0.088,0.099,0.221,0.179
"P06","1",0.155,0.132,0.374,0.353
"P06","2",0.027,0.055,0.071,0.046
"P06","3",0.025,0.014,0.059,0.008
"P06","4",0.03,0.037,0.052,0.053
"P06","5",0.165,0.243,0.192,0.185
"P06","6",0.027,0.051,0.032,0.022
"P06","7",0.116,0.082,0.044,0.037
"P06","8",0.089,0.057,0.027,0.033
"P06","9",0.366,0.329,0.149,0.263
"P07","1",0.203,0.229,0.535,0.371
"P07","2",0.032,0.062,0.02,0.028
"P07","3",0.033,0.013,0.036,0.003
"P07","4",0.017,0.012,0.031,0.013
"P07","5",0.149,0.086,0.086,0.129
"P07","6",0.026,0.061,0.005,0.007
"P07","7",0.045,0.087,0.019,0.023
"P07","8",0.048,0.054,0.018,0.032
"P07","9",0.447,0.396,0.25,0.394
"P09","Del Frente de Todos y el peronismo",0.044,0.083,0.598,0.174
"P09","De Juntos por el cambio",0.687,0.373,0.08,0.154
"P09","De los Liberales libertarios",0.198,0.387,0.098,0.165
"P09","De la Izquierda",0.013,0.02,0.071,0.046
"P09","No sabe",0.058,0.137,0.153,0.461
"P10","A Alberto Fernández",0.192,0.269,0.143,0.438
"P10","A Sergio Massa",0.076,0.385,0.214,0.192
"P10","A algún candidato del peronismo",0.646,0.208,0.121,0.156
"P10","A algún candidato del kirchnerismo",0.086,0.138,0.522,0.214
"P11","A Alberto Fernández",0.192,0.361,0.086,0.24
"P11","A Sergio Massa",0.058,0.346,0.149,0.186
"P11","A algún candidato del peronismo",0.612,0.14,0.094,0.042
"P11","A Cristina Fernández de Kirchner",0.138,0.153,0.671,0.532
"P12","A Horacio Rodriguez Larreta",0.104,0.356,0.453,0.208
"P12","A Mauricio Macri",0.328,0.424,0.158,0.283
"P12","A Patricia Bullrich",0.541,0.079,0.095,0.256
"P12","A Facundo Manes",0.026,0.085,0.185,0.164
"P12","A Gerardo Morales",0.001,0.056,0.109,0.089
"P13","Seguro lo votaria",0.085,0.132,0.139,0.245
"P13","Quizás lo votaría",0.375,0.43,0.189,0.369
"P13","Nunca lo votaría",0.54,0.438,0.672,0.386
"P14","Lo votaría",0.521,0.22,0.049,0.123
"P14","Puede que lo vote",0.315,0.341,0.052,0.213
"P14","Nunca lo votaría",0.109,0.313,0.826,0.343
"P14","No sabe",0.055,0.126,0.073,0.321
"P15","Lo votaría",0.101,0.068,0.218,0.049
"P15","Puede que lo vote",0.057,0.081,0.303,0.201
"P15","Nunca lo votaría",0.81,0.828,0.379,0.389
"P15","No sabe",0.032,0.023,0.1,0.361
"P16","Lo votaría",0.023,0.027,0.16,0.122
"P16","Puede que lo vote",0.023,0.05,0.34,0.12
"P16","Nunca lo votaría",0.946,0.914,0.388,0.54
"P16","No sabe",0.008,0.009,0.112,0.218
"P17","La votaría",0.027,0.038,0.582,0.21
"P17","Puede que la vote",0.006,0.043,0.08,0.015
"P17","Nunca la votaría",0.962,0.918,0.31,0.584
