"var","categoria","1","2","3","4","5","6","7","8","9"
"P04","Tengo trabajo estable",0.436,0.597,0.481,0.383,0.499,0.366,0.574,0.393,0.342
"P04","Realizo changas o trabajos de vez en cuando",0.182,0.174,0.138,0.39,0.159,0.303,0.153,0.144,0.242
"P04","No tengo trabajo",0.184,0.114,0.192,0.022,0.174,0.077,0.125,0.227,0.2
"P04","Soy jubilado o pensionado",0.198,0.115,0.189,0.205,0.168,0.254,0.148,0.236,0.216
"P05","1",0.22,0.211,0.156,0.242,0.237,0.141,0.218,0.192,0.394
"P05","2",0.04,0.24,0.049,0.024,0.093,0.084,0.099,0.147,0.06
"P05","3",0.045,0.024,0.247,0.065,0.102,0.04,0.111,0.119,0.05
"P05","4",0.048,0.116,0.038,0.285,0.052,0.177,0.094,0.142,0.044
"P05","5",0.151,0.188,0.235,0.172,0.315,0.375,0.223,0.283,0.19
"P05","6",0.072,0.068,0.11,0.13,0.058,0.067,0.052,0.029,0.017
"P05","7",0.104,0.08,0.097,0.069,0.033,0.072,0.108,0.047,0.038
"P05","8",0.06,0.054,0.051,0.006,0.014,0,0.053,0.015,0.026
"P05","9",0.26,0.019,0.017,0.007,0.096,0.044,0.042,0.026,0.181
"P06","1",0.417,0.152,0.104,0.077,0.126,0.025,0.044,0.007,0.245
"P06","2",0.053,0.224,0.088,0.013,0.024,0.067,0.066,0.014,0.054
"P06","3",0.044,0.091,0.236,0.029,0.025,0.022,0.006,0.022,0.017
"P06","4",0.043,0.035,0.082,0.255,0.037,0.053,0.052,0.002,0.025
"P06","5",0.143,0.117,0.269,0.135,0.431,0.323,0.198,0.197,0.156
"P06","6",0.024,0.072,0.057,0,0.021,0.195,0.027,0.08,0.024
"P06","7",0.039,0.036,0.058,0.289,0.096,0.081,0.315,0.164,0.037
"P06","8",0.04,0.083,0.078,0.02,0.072,0.097,0.054,0.316,0.044
"P06","9",0.197,0.19,0.028,0.182,0.168,0.137,0.238,0.198,0.398
"P09","Del Frente de Todos y el peronismo",0.533,0.35,0.476,0.354,0.25,0.054,0.154,0.195,0.181
"P09","De Juntos por el cambio",0.189,0.44,0.273,0.231,0.346,0.469,0.364,0.381,0.353
"P09","De los Liberales libertarios",0.078,0.125,0.109,0.201,0.215,0.444,0.328,0.312,0.237
"P09","De la Izquierda",0.062,0.004,0,0,0.029,0,0,0.02,0.041
"P09","No sabe",0.138,0.081,0.142,0.214,0.16,0.033,0.154,0.092,0.188
"P10","A Alberto Fernández",0.154,0.031,0.035,0.262,0.13,0,0.02,0.526,0.352
"P10","A Sergio Massa",0.163,0.452,0.273,0.362,0.39,0.21,0.154,0.017,0.286
"P10","A algún candidato del peronismo",0.112,0.182,0.239,0.04,0.075,0.21,0.397,0.307,0.19
"P10","A algún candidato del kirchnerismo",0.571,0.335,0.453,0.336,0.405,0.58,0.429,0.15,0.172
"P11","A Alberto Fernández",0.08,0.146,0.045,0,0.104,0,0.517,0.099,0.245
"P11","A Sergio Massa",0.078,0.427,0.26,0.504,0.348,0.197,0.081,0,0.219
"P11","A algún candidato del peronismo",0.099,0.063,0.293,0,0.062,0.198,0.183,0.326,0.152
"P11","A Cristina Fernández de Kirchner",0.743,0.364,0.402,0.496,0.486,0.605,0.219,0.575,0.384
"P12","A Horacio Rodriguez Larreta",0.215,0.173,0.254,0.289,0.147,0.244,0.362,0.213,0.224
