"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","GBA","Interior","Fernandez","Macri","Lavagna"
"A Alberto Fernández",0.116,0.109,0.123,0.192,0.115,0.077,0.098,0.254,0.054,0.059,0.112,0.124,0.116,0.137,0.055
"A Sergio Massa",0.15,0.18,0.123,0.155,0.172,0.15,0.098,0.184,0.131,0.142,0.149,0.152,0.141,0.102,0.693
"A algún candidato del peronismo",0.113,0.132,0.096,0.092,0.107,0.118,0.14,0.126,0.118,0.089,0.101,0.138,0.086,0.335,0.16
"A Cristina Fernández de Kirchner",0.621,0.579,0.658,0.561,0.606,0.655,0.664,0.436,0.697,0.71,0.638,0.586,0.657,0.426,0.092
