"var","categoria","La votaría","Puede que la vote","Nunca la votaría","No sabe"
"P04","Tengo trabajo estable",0.434,0.421,0.437,0.326
"P04","Realizo changas o trabajos de vez en cuando",0.154,0.201,0.196,0.173
"P04","No tengo trabajo",0.149,0.145,0.18,0.232
"P04","Soy jubilado o pensionado",0.263,0.233,0.187,0.269
"P05","1",0.358,0.328,0.227,0.331
"P05","2",0.071,0.074,0.069,0.026
"P05","3",0.072,0.097,0.053,0.015
"P05","4",0.081,0.102,0.047,0.089
"P05","5",0.221,0.223,0.188,0.282
"P05","6",0.04,0.036,0.057,0.066
"P05","7",0.026,0.035,0.101,0.02
"P05","8",0.012,0.018,0.061,0.008
"P05","9",0.119,0.087,0.197,0.163
"P06","1",0.248,0.122,0.329,0.239
"P06","2",0.025,0.047,0.068,0.022
"P06","3",0.018,0.027,0.049,0.016
"P06","4",0.042,0.035,0.046,0.055
"P06","5",0.231,0.176,0.186,0.245
"P06","6",0.028,0.041,0.033,0.033
"P06","7",0.085,0.142,0.044,0.059
"P06","8",0.031,0.084,0.041,0.058
"P06","9",0.292,0.326,0.204,0.273
"P07","1",0.211,0.229,0.477,0.324
"P07","2",0.042,0.049,0.027,0.013
"P07","3",0.015,0.043,0.029,0.019
"P07","4",0.003,0.029,0.024,0.021
"P07","5",0.13,0.143,0.09,0.082
"P07","6",0.034,0.042,0.013,0.014
"P07","7",0.051,0.064,0.027,0.041
"P07","8",0.045,0.051,0.025,0.018
"P07","9",0.469,0.35,0.288,0.468
"P09","Del Frente de Todos y el peronismo",0.058,0.082,0.502,0.183
"P09","De Juntos por el cambio",0.664,0.593,0.13,0.214
"P09","De los Liberales libertarios",0.184,0.241,0.163,0.194
"P09","De la Izquierda",0.01,0.009,0.064,0.027
"P09","No sabe",0.084,0.075,0.141,0.382
"P10","A Alberto Fernández",0.26,0.094,0.152,0.284
"P10","A Sergio Massa",0.191,0.385,0.201,0.356
"P10","A algún candidato del peronismo",0.275,0.448,0.127,0.124
"P10","A algún candidato del kirchnerismo",0.274,0.073,0.52,0.236
"P11","A Alberto Fernández",0.412,0.094,0.093,0.2
"P11","A Sergio Massa",0.097,0.365,0.14,0.25
"P11","A algún candidato del peronismo",0.219,0.455,0.094,0.077
"P11","A Cristina Fernández de Kirchner",0.272,0.086,0.673,0.473
"P12","A Horacio Rodriguez Larreta",0.232,0.184,0.238,0.162
"P12","A Mauricio Macri",0.349,0.322,0.315,0.288
"P12","A Patricia Bullrich",0.386,0.403,0.307,0.343
"P12","A Facundo Manes",0.021,0.057,0.111,0.103
"P12","A Gerardo Morales",0.012,0.034,0.029,0.104
"P13","Seguro lo votaria",0.104,0.106,0.122,0.065
"P13","Quizás lo votaría",0.394,0.418,0.24,0.425
"P13","Nunca lo votaría",0.502,0.476,0.638,0.51
"P14","Lo votaría",0.534,0.389,0.088,0.129
"P14","Puede que lo vote",0.228,0.358,0.111,0.229
"P14","Nunca lo votaría",0.116,0.193,0.73,0.362
"P14","No sabe",0.122,0.06,0.071,0.28
"P15","Lo votaría",0.158,0.084,0.176,0.102
"P15","Puede que lo vote",0.046,0.083,0.264,0.164
"P15","Nunca lo votaría",0.751,0.803,0.473,0.496
"P15","No sabe",0.045,0.03,0.087,0.238
"P16","Lo votaría",0.059,0.016,0.131,0.107
"P16","Puede que lo vote",0.043,0.037,0.285,0.137
"P16","Nunca lo votaría",0.877,0.925,0.504,0.551
"P16","No sabe",0.021,0.022,0.08,0.205
"P17","La votaría",0.056,0.027,0.488,0.165
"P17","Puede que la vote",0.011,0.032,0.067,0.042
"P17","Nunca la votaría",0.913,0.939,0.427,0.64
"P17","No sabe",0.02,0.002,0.018,0.153
"P18","Lo votaría",0.414,0.179,0.063,0.098
"P18","Puede que lo vote",0.402,0.525,0.116,0.221
"P18","Nunca lo votaría",0.141,0.277,0.788,0.272
