"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","GBA","Interior","Fernandez","Macri","Lavagna"
"Patricia Bullrich por Juntos por el Cambio",0.362,0.332,0.389,0.23,0.265,0.46,0.511,0.343,0.352,0.396,0.363,0.362,0.122,0.673,0.522
"Javier Milei por los liberales libertarios",0.209,0.288,0.14,0.389,0.278,0.115,0.079,0.241,0.227,0.152,0.219,0.188,0.118,0.204,0.331
"No sabe",0.429,0.38,0.471,0.381,0.457,0.425,0.41,0.416,0.421,0.452,0.418,0.45,0.76,0.123,0.147
