"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","GBA","Interior","Fernandez","Macri","Lavagna"
"Horacio Rodríguez Larreta por Juntos por el Cambio",0.344,0.319,0.365,0.255,0.296,0.389,0.435,0.352,0.339,0.344,0.345,0.341,0.158,0.621,0.403
"Javier Milei por los liberales libertarios",0.235,0.334,0.149,0.387,0.283,0.155,0.149,0.27,0.231,0.208,0.246,0.211,0.109,0.252,0.281
"No sabe",0.421,0.347,0.486,0.358,0.421,0.456,0.416,0.378,0.43,0.448,0.409,0.448,0.733,0.127,0.316
