"var","categoria","Lo votaría","Puede que lo vote","Nunca lo votaría","No sabe"
"P13_imputada","Sergio Massa a Presidente, Agustín Rossi a Vicepresidente y Martín Soria a Diputado Nacional por Unión por la Patria",0.365,0.653,0.397,0.456
"P13_imputada","Patricia Bullrich a Presidente, Luis Petri a Vicepresidente y Sergio Capozzi a Diputado Nacional por Juntos por el Cambio",0.112,0.072,0.068,0.054
"P13_imputada","Luis Di Giacomo a Diputado Nacional por Juntos somos Rio Negro",0.018,0.098,0.055,0.115
"P13_imputada","Javier Milei a Presidente, Victoria Villarruel a Vicepresidente y Lorena Villaverde a Diputada Nacional por la Libertad Avanza",0.316,0.17,0.475,0.365
"P13_imputada","Myriam Bregman a Presidente, Nicolas del Caño a Vicepresidente y Alhue Gavuzzo a Diputada Nacional por el Frente de Izquierda",0.086,0,0.001,0
"P13_imputada","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente",0.103,0.007,0.001,0
"P13_imputada","En blanco",0,0,0.003,0.01
"PRESIDENTE_imputada","Sergio Massa a Presidente, Agustín Rossi a Vicepresidente por Unión por la Patria",0.365,0.677,0.414,0.456
"PRESIDENTE_imputada","Patricia Bullrich a Presidente, Luis Petri a Vicepresidente por Juntos por el Cambio",0.116,0.071,0.102,0.071
"PRESIDENTE_imputada","Javier Milei a Presidente, Victoria Villarruel a Vicepresident por la Libertad Avanza",0.316,0.17,0.474,0.428
"PRESIDENTE_imputada","Myriam Bregman a Presidente, Nicolas del Caño a Vicepresidente por el Frente de Izquierda",0.086,0.015,0.001,0
"PRESIDENTE_imputada","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente",0.103,0.007,0.001,0
"PRESIDENTE_imputada","En blanco",0.014,0.06,0.008,0.045
"DIPUTADOS_imputada","Martín Soria a Diputado Nacional por Unión por la Patria",0.348,0.642,0.412,0.43
"DIPUTADOS_imputada","Sergio Capozzi a Diputado Nacional por Juntos por el Cambio",0.193,0.06,0.091,0.056
"DIPUTADOS_imputada","Luis Di Giacomo a Diputado Nacional por Juntos somos Rio Negro",0.093,0.119,0.136,0.155
"DIPUTADOS_imputada","Lorena Villaverde a Diputada Nacional por la Libertad Avanza",0.298,0.127,0.313,0.315
"DIPUTADOS_imputada","Alhue Gavuzzo a Diputada Nacional por el Frente de Izquierda",0.062,0.003,0.013,0.034
"DIPUTADOS_imputada","En blanco",0.006,0.049,0.035,0.01
