"var","categoria","Si","No"
"P06","Tiene Decidido que va a ir a votar",0.946,0.835
"P06","Tiene dudas sobre si va a ir a  votar",0.034,0.106
"P06","Tiene Decidido que no va a ir a votar",0.02,0.059
"P07","Mucho",0.604,0.476
"P07","Bastante",0.28,0.276
"P07","Poco",0.066,0.163
"P07","Nada",0.035,0.072
"P07","No sabe",0.015,0.013
"P08","Siempre",0.35,0.169
"P08","Casi siempre",0.441,0.224
"P08","Casi nunca",0.164,0.381
"P08","Nunca, pero esta es una excepción",0.045,0.226
"P12","Unión por la Patria",0.475,0.383
"P12","Juntos por el Cambio",0.076,0.114
"P12","Juntos Somos Río Negro",0.134,0.081
"P12","Liberales",0.185,0.26
"P12","Izquierda",0.028,0.024
"P12","Otro",0.022,0.048
"P12","No sabe",0.08,0.09
"P13","Sergio Massa a Presidente, Agustín Rossi a Vicepresidente y Martín Soria a Diputado Nacional por Unión por la Patria",0.481,0.419
"P13","Patricia Bullrich a Presidente, Luis Petri a Vicepresidente y Sergio Capozzi a Diputado Nacional por Juntos por el Cambio",0.077,0.061
"P13","Luis Di Giacomo a Diputado Nacional por Juntos somos Rio Negro",0.069,0.069
"P13","Javier Milei a Presidente, Victoria Villarruel a Vicepresidente y Lorena Villaverde a Diputada Nacional por la Libertad Avanza",0.331,0.423
"P13","Myriam Bregman a Presidente, Nicolas del Caño a Vicepresidente y Alhue Gavuzzo a Diputada Nacional por el Frente de Izquierda",0,0.012
"P13","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente",0.026,0.001
"P13","En blanco",0,0.004
"P13","No sabe",0.016,0.011
"P17","Totalmente seguro",0.709,0.682
"P17","Bastante seguro",0.143,0.139
"P17","Algo seguro",0.1,0.102
"P17","Para nada seguro",0.048,0.077
"P18","Sergio Massa a Presidente, Agustín Rossi a Vicepresidente por Unión por la Patria",0.216,0.148
"P18","Patricia Bullrich a Presidente, Luis Petri a Vicepresidente por Juntos por el Cambio",0.437,0.271
"P18","Javier Milei a Presidente, Victoria Villarruel a Vicepresidente por la Libertad Avanza",0,0.218
"P18","Myriam Bregman a Presidente, Nicolas del Caño a Vicepresidente el Frente de Izquierda",0.109,0.029
"P18","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente",0,0
"P18","En blanco",0.238,0.294
"P18","No sabe",0,0.04
"P21","Sí",0.452,0.508
"P21","No",0.548,0.492
"P22","Martín Soria a Diputado Nacional por Unión por la Patria",0.116,0.134
"P22","Sergio Capozzi a Diputado Nacional por Juntos por el Cambio",0.159,0.097
"P22","Luis Di Giacomo a Diputado Nacional por Juntos somos Rio Negro",0.185,0.089
"P22","Lorena Villaverde a Diputada Nacional por la Libertad Avanza",0.455,0.353
"P22","Alhue Gavuzzo a Diputada Nacional por el Frente de Izquierda",0.004,0.053
"P22","En blanco",0,0.082
"P22","No sabe",0.081,0.192
"P26","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.545,0.48
"P26","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.273,0.196
"P26","En blanco",0.075,0.148
"P26","No sabe",0.107,0.176
"P27","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.174,0.154
"P27","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.368,0.434
"P27","En blanco",0.376,0.256
"P27","No sabe",0.082,0.156
"P28","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.537,0.442
"P28","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.392,0.478
"P28","En blanco",0.054,0.029
"P28","No sabe",0.017,0.051
