"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","Weretilneck","Tortoriello","Horne","Rivero","Comarca Andina","Alto Valle","Valle medio","Valle inferior","Linea sur/meseta","Massa","Grabois","Bullrich","Rodriguez Larreta","Milei"
"Sergio Massa a Presidente, Agustín Rossi a Vicepresidente por Unión por la Patria",0.259,0.342,0.175,0.086,0.376,0.267,0.206,0.155,0.203,0.501,0.366,0.223,0,0.311,0.153,0.1,1,0.192,0.138,0.777,0.539,0.24,0.532,0,0,0.023,0.182
"Patricia Bullrich a Presidente, Luis Petri a Vicepresidente por Juntos por el Cambio",0.176,0.148,0.205,0.087,0.22,0.257,0.076,0.232,0.11,0.209,0.1,0.352,0.34,0.166,0.605,0.177,0,0.06,0.235,0,0.131,0.389,0.094,0.43,0.967,0.225,0.132
"Javier Milei a Presidente, Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.13,0.187,0.072,0.274,0.064,0.158,0.015,0.05,0.195,0.133,0.005,0.2,0.339,0.107,0,0.108,0,0.193,0.18,0,0,0,0.007,0,0,0.125,0.439
"Myriam Bregman a Presidente, Nicolas del Caño a Vicepresidente el Frente de Izquierda",0.02,0.004,0.036,0,0,0.036,0.093,0.036,0.014,0.009,0.032,0,0,0.02,0.076,0,0,0.072,0.005,0,0,0,0,0.57,0,0,0
"Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente",0.012,0.021,0.004,0,0,0.044,0.019,0,0.019,0.018,0.004,0.026,0.036,0.006,0.109,0,0,0.049,0,0,0,0,0,0,0,0,0
"En blanco",0.337,0.212,0.463,0.553,0.208,0.191,0.576,0.455,0.415,0.038,0.487,0.175,0.256,0.351,0.031,0.615,0,0.326,0.402,0,0.33,0.344,0.367,0,0.033,0.531,0.172
"No sabe",0.066,0.086,0.045,0,0.132,0.047,0.015,0.072,0.044,0.092,0.006,0.024,0.029,0.039,0.026,0,0,0.108,0.04,0.223,0,0.027,0,0,0,0.096,0.075
