"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","Weretilneck","Tortoriello","Horne","Rivero","Comarca Andina","Alto Valle","Valle medio","Valle inferior","Linea sur/meseta","Massa","Grabois","Bullrich","Rodriguez Larreta","Milei"
"Siempre",0.186,0.199,0.173,0.2,0.172,0.184,0.205,0.247,0.169,0.132,0.202,0.216,0.086,0.244,0.176,0.209,0.168,0.216,0.188,0.046,0.18,0.236,0.248,0.202,0.201,0.193,0.211
"Casi siempre",0.319,0.354,0.283,0.173,0.292,0.412,0.522,0.226,0.292,0.492,0.319,0.424,0.228,0.279,0.478,0.361,0.236,0.211,0.314,0.589,0.324,0.377,0.265,0.306,0.468,0.448,0.276
"Casi nunca",0.296,0.273,0.319,0.338,0.311,0.289,0.182,0.266,0.339,0.261,0.33,0.212,0.608,0.291,0.241,0.342,0.234,0.367,0.307,0.094,0.324,0.198,0.315,0.345,0.254,0.209,0.297
"Nunca, pero esta es una excepción",0.199,0.174,0.225,0.289,0.225,0.115,0.091,0.261,0.2,0.115,0.149,0.148,0.078,0.186,0.105,0.088,0.362,0.206,0.191,0.271,0.172,0.189,0.172,0.147,0.077,0.15,0.216
