"var","categoria","Lo votaría","Puede que lo vote","Nunca lo votaría","No sabe"
"P06","Tiene Decidido que va a ir a votar",0.884,0.836,0.868,0.697
"P06","Tiene dudas sobre si va a ir a  votar",0.086,0.081,0.117,0.05
"P06","Tiene Decidido que no va a ir a votar",0.03,0.083,0.015,0.253
"P07","Mucho",0.553,0.334,0.524,0.482
"P07","Bastante",0.278,0.365,0.267,0.164
"P07","Poco",0.092,0.287,0.103,0.223
"P07","Nada",0.066,0.014,0.076,0.131
"P07","No sabe",0.011,0,0.03,0
"P08","Siempre",0.217,0.255,0.277,0.353
"P08","Casi siempre",0.324,0.353,0.287,0.154
"P08","Casi nunca",0.323,0.259,0.283,0.191
"P08","Nunca, pero esta es una excepción",0.136,0.133,0.153,0.302
"P12","Unión por la Patria",0.803,0.162,0.03,0.151
"P12","Juntos por el Cambio",0.074,0.205,0.106,0.081
"P12","Juntos Somos Río Negro",0.061,0.185,0.13,0.078
"P12","Liberales",0.004,0.196,0.518,0.29
"P12","Izquierda",0.004,0.07,0.027,0.089
"P12","Otro",0.002,0.061,0.082,0.068
"P12","No sabe",0.052,0.121,0.107,0.243
"P13","Sergio Massa a Presidente, Agustín Rossi a Vicepresidente y Martín Soria a Diputado Nacional por Unión por la Patria",0.882,0.082,0.005,0.237
"P13","Patricia Bullrich a Presidente, Luis Petri a Vicepresidente y Sergio Capozzi a Diputado Nacional por Juntos por el Cambio",0.008,0.141,0.119,0.088
"P13","Luis Di Giacomo a Diputado Nacional por Juntos somos Rio Negro",0.047,0.149,0.062,0.097
"P13","Javier Milei a Presidente, Victoria Villarruel a Vicepresidente y Lorena Villaverde a Diputada Nacional por la Libertad Avanza",0.035,0.504,0.783,0.523
"P13","Myriam Bregman a Presidente, Nicolas del Caño a Vicepresidente y Alhue Gavuzzo a Diputada Nacional por el Frente de Izquierda",0.007,0.033,0.001,0.02
"P13","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente",0.015,0.012,0.022,0
"P13","En blanco",0,0.011,0.003,0.02
"P13","No sabe",0.006,0.068,0.005,0.015
"P17","Totalmente seguro",0.73,0.503,0.72,0.436
"P17","Bastante seguro",0.142,0.173,0.138,0.032
"P17","Algo seguro",0.062,0.284,0.074,0.239
"P17","Para nada seguro",0.066,0.04,0.068,0.293
"P18","Sergio Massa a Presidente, Agustín Rossi a Vicepresidente por Unión por la Patria",0.381,0,0.081,0.608
"P18","Patricia Bullrich a Presidente, Luis Petri a Vicepresidente por Juntos por el Cambio",0.036,0.363,0.533,0
"P18","Javier Milei a Presidente, Victoria Villarruel a Vicepresidente por la Libertad Avanza",0,0,0.297,0
"P18","Myriam Bregman a Presidente, Nicolas del Caño a Vicepresidente el Frente de Izquierda",0,0,0,0.392
"P18","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente",0,0,0,0
"P18","En blanco",0.525,0.637,0.042,0
"P18","No sabe",0.058,0,0.047,0
"P21","Sí",0.11,0.489,0.919,0.755
"P21","No",0.89,0.511,0.081,0.245
"P22","Martín Soria a Diputado Nacional por Unión por la Patria",0.506,0.027,0.068,0.297
"P22","Sergio Capozzi a Diputado Nacional por Juntos por el Cambio",0.021,0.235,0.126,0.063
"P22","Luis Di Giacomo a Diputado Nacional por Juntos somos Rio Negro",0.16,0.276,0.119,0.097
"P22","Lorena Villaverde a Diputada Nacional por la Libertad Avanza",0.262,0.359,0.414,0.124
"P22","Alhue Gavuzzo a Diputada Nacional por el Frente de Izquierda",0.009,0.009,0.041,0
"P22","En blanco",0,0,0.053,0.153
"P22","No sabe",0.042,0.094,0.179,0.266
"P26","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.941,0.347,0.039,0.104
"P26","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.022,0.347,0.474,0.168
"P26","En blanco",0.027,0.085,0.225,0.197
"P26","No sabe",0.01,0.221,0.262,0.531
"P27","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.174,0.231,0.123,0.101
"P27","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.06,0.574,0.792,0.545
"P27","En blanco",0.578,0.076,0.05,0.068
"P27","No sabe",0.188,0.119,0.035,0.286
"P28","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.901,0.226,0.035,0.116
"P28","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.035,0.641,0.893,0.591
"P28","En blanco",0.039,0.049,0.057,0.064
"P28","No sabe",0.025,0.084,0.015,0.229
"P30","Lo votaría",0.107,0.176,0.185,0.032
"P30","Puede que lo vote",0.02,0.405,0.31,0.062
"P30","Nunca lo votaría",0.808,0.271,0.397,0.488
"P30","No sabe",0.065,0.148,0.108,0.418
"P31","Lo votaría",0.085,0.194,0.054,0.02
"P31","Puede que lo vote",0.152,0.224,0.229,0.041
"P31","Nunca lo votaría",0.644,0.345,0.5,0.437
"P31","No sabe",0.119,0.237,0.217,0.502
"P32","Lo votaría",0.046,0.555,0.783,0.506
"P32","Puede que lo vote",0.041,0.307,0.093,0.151
"P32","Nunca lo votaría",0.855,0.122,0.082,0.12
"P32","No sabe",0.058,0.016,0.042,0.223
"P33","Lo votaría",0.081,0.179,0.047,0.04
"P33","Puede que lo vote",0.249,0.256,0.03,0.223
"P33","Nunca lo votaría",0.559,0.551,0.828,0.292
"P33","No sabe",0.111,0.014,0.095,0.445
"P34","Si",0.426,0.387,0.326,0.311
"P34","No",0.574,0.613,0.674,0.689
"PRESIDENTE","Sergio Massa a Presidente, Agustín Rossi a Vicepresidente por Unión por la Patria",0.898,0.082,0.012,0.293
"PRESIDENTE","Patricia Bullrich a Presidente, Luis Petri a Vicepresidente por Juntos por el Cambio",0.016,0.199,0.15,0.088
"PRESIDENTE","Javier Milei a Presidente, Victoria Villarruel a Vicepresident por la Libertad Avanza",0.035,0.504,0.802,0.523
"PRESIDENTE","Myriam Bregman a Presidente, Nicolas del Caño a Vicepresidente por el Frente de Izquierda",0.008,0.033,0.001,0.061
"PRESIDENTE","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente",0.015,0.013,0.022,0
"PRESIDENTE","En blanco",0.018,0.101,0.005,0.02
"PRESIDENTE","No sabe",0.01,0.068,0.008,0.015
"DIPUTADOS","Martín Soria a Diputado Nacional por Unión por la Patria",0.86,0.075,0.059,0.273
"DIPUTADOS","Sergio Capozzi a Diputado Nacional por Juntos por el Cambio",0.008,0.148,0.133,0.051
"DIPUTADOS","Luis Di Giacomo a Diputado Nacional por Juntos somos Rio Negro",0.064,0.291,0.153,0.179
"DIPUTADOS","Lorena Villaverde a Diputada Nacional por la Libertad Avanza",0.051,0.353,0.409,0.115
"DIPUTADOS","Alhue Gavuzzo a Diputada Nacional por el Frente de Izquierda",0.008,0.002,0.031,0.021
"DIPUTADOS","En blanco",0,0.023,0.049,0.142
"DIPUTADOS","No sabe",0.009,0.108,0.166,0.219
