"var","categoria","Siempre","Casi siempre","Casi nunca","Nunca, pero esta es una excepción"
"P06","Tiene Decidido que va a ir a votar",0.9,0.887,0.844,0.709
"P06","Tiene dudas sobre si va a ir a  votar",0.068,0.104,0.104,0.132
"P06","Tiene Decidido que no va a ir a votar",0.032,0.009,0.052,0.159
"P07","Mucho",0.695,0.529,0.388,0.253
"P07","Bastante",0.165,0.322,0.262,0.159
"P07","Poco",0.067,0.089,0.2,0.221
"P07","Nada",0.066,0.035,0.106,0.31
"P07","No sabe",0.007,0.025,0.044,0.057
"P12","Unión por la Patria",0.275,0.26,0.253,0.257
"P12","Juntos por el Cambio",0.214,0.315,0.185,0.112
"P12","Juntos Somos Río Negro",0.146,0.097,0.122,0.072
"P12","Liberales",0.187,0.134,0.148,0.154
"P12","Izquierda",0.073,0.025,0.073,0.067
"P12","Otro",0.043,0.045,0.06,0.03
"P12","No sabe",0.062,0.124,0.159,0.308
"P13","Sergio Massa a Presidente, Agustín Rossi a Vicepresidente y Martín Soria a Diputado Nacional por Unión por la Patria",0.276,0.331,0.328,0.294
"P13","Patricia Bullrich a Presidente, Luis Petri a Vicepresidente y Sergio Capozzi a Diputado Nacional por Juntos por el Cambio",0.194,0.264,0.159,0.091
"P13","Luis Di Giacomo a Diputado Nacional por Juntos somos Rio Negro",0.071,0.08,0.094,0.073
"P13","Javier Milei a Presidente, Victoria Villarruel a Vicepresidente y Lorena Villaverde a Diputada Nacional por la Libertad Avanza",0.326,0.223,0.309,0.347
"P13","Myriam Bregman a Presidente, Nicolas del Caño a Vicepresidente y Alhue Gavuzzo a Diputada Nacional por el Frente de Izquierda",0.054,0.01,0.022,0.022
"P13","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente",0.045,0.014,0.018,0.005
"P13","En blanco",0.008,0.007,0.011,0.008
"P13","No sabe",0.026,0.071,0.059,0.16
"P17","Totalmente seguro",0.766,0.606,0.648,0.586
"P17","Bastante seguro",0.083,0.185,0.117,0.067
"P17","Algo seguro",0.068,0.13,0.113,0.097
"P17","Para nada seguro",0.083,0.079,0.122,0.25
"P18","Sergio Massa a Presidente, Agustín Rossi a Vicepresidente por Unión por la Patria",0.468,0.202,0.164,0.258
"P18","Patricia Bullrich a Presidente, Luis Petri a Vicepresidente por Juntos por el Cambio",0.19,0.354,0.086,0.07
"P18","Javier Milei a Presidente, Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.071,0.048,0.235,0.127
"P18","Myriam Bregman a Presidente, Nicolas del Caño a Vicepresidente el Frente de Izquierda",0,0.03,0.037,0
