"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","Weretilneck","Tortoriello","Horne","Rivero","Comarca Andina","Alto Valle","Valle medio","Valle inferior","Linea sur/meseta","Massa","Grabois","Bullrich","Rodriguez Larreta","Milei"
"Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.465,0.453,0.477,0.443,0.387,0.53,0.631,0.359,0.465,0.603,0.724,0.171,0.442,0.417,0.258,0.857,0.257,0.468,0.432,0.582,0.57,0.428,0.755,0.818,0.218,0.338,0.054
"Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.45,0.483,0.416,0.489,0.53,0.391,0.238,0.51,0.48,0.321,0.216,0.752,0.314,0.502,0.638,0.087,0.743,0.461,0.469,0.412,0.382,0.429,0.177,0.109,0.639,0.619,0.899
"En blanco",0.048,0.027,0.069,0.039,0.049,0.047,0.059,0.074,0.025,0.051,0.012,0.056,0.193,0.048,0.051,0.022,0,0.024,0.048,0.006,0.048,0.133,0.027,0.023,0.093,0.043,0.036
"No sabe",0.037,0.037,0.038,0.029,0.034,0.032,0.072,0.057,0.03,0.025,0.048,0.021,0.051,0.033,0.053,0.034,0,0.047,0.051,0,0,0.01,0.041,0.05,0.05,0,0.011
