"var","categoria","Siempre","Casi siempre","Casi nunca","Nunca, pero esta es una excepción"
"P13_imputada","Sergio Massa a Presidente, Agustín Rossi a Vicepresidente y Martín Soria a Diputado Nacional por Unión por la Patria",0.282,0.353,0.335,0.313
"P13_imputada","Patricia Bullrich a Presidente, Luis Petri a Vicepresidente y Sergio Capozzi a Diputado Nacional por Juntos por el Cambio",0.214,0.279,0.163,0.135
"P13_imputada","Luis Di Giacomo a Diputado Nacional por Juntos somos Rio Negro",0.071,0.086,0.114,0.073
"P13_imputada","Javier Milei a Presidente, Victoria Villarruel a Vicepresidente y Lorena Villaverde a Diputada Nacional por la Libertad Avanza",0.326,0.239,0.323,0.435
"P13_imputada","Myriam Bregman a Presidente, Nicolas del Caño a Vicepresidente y Alhue Gavuzzo a Diputada Nacional por el Frente de Izquierda",0.054,0.011,0.025,0.022
"P13_imputada","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente",0.045,0.014,0.02,0.011
"P13_imputada","En blanco",0.008,0.018,0.02,0.011
"PRESIDENTE_imputada","Sergio Massa a Presidente, Agustín Rossi a Vicepresidente por Unión por la Patria",0.303,0.374,0.36,0.332
"PRESIDENTE_imputada","Patricia Bullrich a Presidente, Luis Petri a Vicepresidente por Juntos por el Cambio",0.232,0.319,0.183,0.143
"PRESIDENTE_imputada","Javier Milei a Presidente, Victoria Villarruel a Vicepresident por la Libertad Avanza",0.334,0.246,0.346,0.452
"PRESIDENTE_imputada","Myriam Bregman a Presidente, Nicolas del Caño a Vicepresidente por el Frente de Izquierda",0.054,0.013,0.028,0.022
"PRESIDENTE_imputada","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente",0.047,0.016,0.02,0.011
"PRESIDENTE_imputada","En blanco",0.03,0.032,0.063,0.04
"DIPUTADOS_imputada","Martín Soria a Diputado Nacional por Unión por la Patria",0.36,0.48,0.405,0.428
"DIPUTADOS_imputada","Sergio Capozzi a Diputado Nacional por Juntos por el Cambio",0.077,0.089,0.109,0.056
"DIPUTADOS_imputada","Luis Di Giacomo a Diputado Nacional por Juntos somos Rio Negro",0.216,0.182,0.217,0.158
"DIPUTADOS_imputada","Lorena Villaverde a Diputada Nacional por la Libertad Avanza",0.301,0.226,0.224,0.251
"DIPUTADOS_imputada","Alhue Gavuzzo a Diputada Nacional por el Frente de Izquierda",0.01,0.011,0.012,0.044
"DIPUTADOS_imputada","En blanco",0.036,0.012,0.033,0.063
