"var","categoria","Mejor","Igual","Peor","No sabe"
"P11","Al Frente de todos",0.896,0.485,0.227,0.494
"P11","A Juntos",0.064,0.315,0.428,0.216
"P11","Al Frente de Izquierda",0.017,0.037,0.081,0.017
"P11","Al Partido Avanza libertad",0.006,0.051,0.112,0.032
"P11","A “Vamos con vos""",0,0,0.035,0.01
"P11","Votaría en blanco o anularía",0.017,0.112,0.117,0.231
