"var","categoria","Mejor","Igual","Peor","No sabe"
"P11","Al Frente de todos",0.773,0.642,0.282,0.392
"P11","A Juntos",0.126,0.192,0.397,0.105
"P11","Al Frente de Izquierda",0.025,0.023,0.064,0.118
"P11","Al Partido Avanza libertad",0.009,0.016,0.108,0.356
"P11","A “Vamos con vos""",0.006,0.002,0.024,0.014
"P11","Votaría en blanco o anularía",0.061,0.125,0.125,0.015
