"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","GBA","Interior","Fernandez","Macri","Lavagna"
"Sergio Massa",0.356,0.329,0.38,0.337,0.373,0.359,0.332,0.3,0.356,0.407,0.339,0.391,0.703,0.07,0.159
"Horacio Rodríguez Larreta por Juntos por el Cambio",0.405,0.408,0.402,0.336,0.359,0.449,0.479,0.451,0.392,0.383,0.412,0.391,0.132,0.771,0.464
"No sabe",0.239,0.263,0.218,0.327,0.268,0.192,0.189,0.249,0.252,0.21,0.249,0.218,0.165,0.159,0.377
