"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","GBA","Interior","Fernandez","Macri","Lavagna"
"Alberto Fernández",0.347,0.318,0.372,0.421,0.355,0.329,0.31,0.317,0.331,0.398,0.341,0.359,0.709,0.062,0.162
"Horacio Rodríguez Larreta por Juntos por el Cambio",0.422,0.442,0.405,0.313,0.388,0.463,0.502,0.44,0.425,0.401,0.434,0.398,0.136,0.785,0.462
"No sabe",0.231,0.24,0.223,0.266,0.257,0.208,0.188,0.243,0.244,0.201,0.225,0.243,0.155,0.153,0.376
