"var","categoria","La votaría","Puede que la vote","Nunca la votaría","No sabe"
"P04","Tengo trabajo estable",0.418,0.454,0.426,0.318
"P04","Realizo changas o trabajos de vez en cuando",0.204,0.214,0.192,0.266
"P04","No tengo trabajo",0.182,0.151,0.163,0.252
"P04","Soy jubilado o pensionado",0.196,0.181,0.219,0.164
"P05","1",0.206,0.212,0.311,0.377
"P05","2",0.039,0.11,0.078,0.017
"P05","3",0.02,0.037,0.088,0.09
"P05","4",0.028,0.088,0.084,0.002
"P05","5",0.147,0.174,0.236,0.229
"P05","6",0.078,0.051,0.04,0
"P05","7",0.131,0.172,0.03,0.05
"P05","8",0.078,0.048,0.02,0.036
"P05","9",0.273,0.108,0.113,0.199
"P06","1",0.508,0.307,0.138,0.39
"P06","2",0.066,0.15,0.042,0.083
"P06","3",0.074,0.073,0.02,0
"P06","4",0.036,0.118,0.041,0.018
"P06","5",0.136,0.191,0.217,0.235
"P06","6",0.017,0,0.045,0
"P06","7",0.02,0.04,0.096,0.078
"P06","8",0.024,0.023,0.068,0.009
"P06","9",0.119,0.098,0.333,0.187
"P07","1",0.663,0.456,0.244,0.31
"P07","2",0.019,0.1,0.033,0.049
"P07","3",0.031,0.035,0.023,0.084
"P07","4",0.02,0.057,0.023,0
"P07","5",0.07,0.057,0.128,0.061
"P07","6",0.002,0,0.033,0
"P07","7",0.005,0.051,0.054,0.013
"P07","8",0.009,0,0.049,0.005
"P07","9",0.181,0.244,0.413,0.478
"P09","Del Frente de Todos y el peronismo",0.862,0.558,0.05,0.094
"P09","De Juntos por el cambio",0.025,0.077,0.46,0.076
"P09","De los Liberales libertarios",0.026,0.02,0.275,0.16
"P09","De la Izquierda",0.027,0.116,0.046,0.082
"P09","No sabe",0.06,0.229,0.169,0.588
"P10","A Alberto Fernández",0.175,0.077,0.097,0
"P10","A Sergio Massa",0.176,0.454,0.316,0.883
"P10","A algún candidato del peronismo",0.087,0.278,0.507,0.052
"P10","A algún candidato del kirchnerismo",0.562,0.191,0.08,0.065
"P11","A Alberto Fernández",0.108,0.055,0.153,0
"P11","A Sergio Massa",0.093,0.456,0.368,0.836
"P11","A algún candidato del peronismo",0.067,0.24,0.388,0.053
"P11","A Cristina Fernández de Kirchner",0.732,0.249,0.091,0.111
"P12","A Horacio Rodriguez Larreta",0.491,0.707,0.2,0
"P12","A Mauricio Macri",0.016,0,0.336,0
"P12","A Patricia Bullrich",0,0.088,0.373,0
"P12","A Facundo Manes",0.33,0.096,0.065,1
"P12","A Gerardo Morales",0.163,0.109,0.026,0
"P13","Seguro lo votaria",0.138,0.161,0.108,0
"P13","Quizás lo votaría",0.228,0.15,0.366,0
"P13","Nunca lo votaría",0.634,0.689,0.526,1
"P14","Lo votaría",0.035,0.024,0.321,0.024
"P14","Puede que lo vote",0.033,0.084,0.277,0
"P14","Nunca lo votaría",0.874,0.841,0.301,0.601
"P14","No sabe",0.058,0.051,0.101,0.375
"P15","Lo votaría",0.292,0.194,0.072,0.181
"P15","Puede que lo vote",0.384,0.427,0.078,0.166
"P15","Nunca lo votaría",0.197,0.286,0.804,0.153
"P15","No sabe",0.127,0.093,0.046,0.5
"P16","Lo votaría",0.28,0.051,0.011,0.099
"P16","Puede que lo vote",0.421,0.653,0.03,0.203
"P16","Nunca lo votaría",0.171,0.228,0.932,0.191
"P16","No sabe",0.128,0.068,0.027,0.507
"P18","Lo votaría",0.074,0.05,0.171,0.052
"P18","Puede que lo vote",0.016,0.212,0.362,0.026
"P18","Nunca lo votaría",0.876,0.666,0.402,0.419
"P18","No sabe",0.034,0.072,0.065,0.503
"P19","Lo votaría",0.029,0.119,0.113,0.056
