"var","categoria","1","2","3","4","5","6","7","8","9"
"P04","Tengo trabajo estable",0.355,0.347,0.55,0.456,0.443,0.487,0.558,0.336,0.433
"P04","Realizo changas o trabajos de vez en cuando",0.229,0.305,0.138,0.231,0.18,0.11,0.15,0.229,0.192
"P04","No tengo trabajo",0.183,0.164,0.102,0.119,0.224,0.112,0.101,0.174,0.195
"P04","Soy jubilado o pensionado",0.233,0.184,0.21,0.194,0.153,0.291,0.191,0.261,0.18
"P05","1",0.341,0.158,0.202,0.116,0.134,0.068,0.148,0.172,0.453
"P05","2",0.047,0.313,0.015,0.066,0.045,0.058,0.019,0.123,0.059
"P05","3",0.036,0.022,0.156,0.008,0.071,0.064,0.104,0.229,0.047
"P05","4",0.033,0.035,0.053,0.279,0.045,0.12,0.157,0.075,0.037
"P05","5",0.113,0.125,0.096,0.244,0.471,0.271,0.237,0.121,0.099
"P05","6",0.028,0.036,0.135,0.161,0.066,0.266,0.067,0.071,0.003
"P05","7",0.048,0.192,0.27,0.069,0.058,0.048,0.147,0.084,0.023
"P05","8",0.047,0.048,0.041,0.053,0.026,0.086,0.053,0.091,0.011
"P05","9",0.307,0.071,0.032,0.004,0.084,0.019,0.068,0.034,0.268
"P07","1",0.596,0.364,0.458,0.402,0.289,0.295,0.229,0.264,0.293
"P07","2",0.019,0.135,0.081,0.029,0.02,0.077,0.018,0.048,0.025
"P07","3",0.011,0.045,0.179,0.056,0.04,0.052,0.025,0.038,0.003
"P07","4",0.006,0.005,0.017,0.132,0.015,0,0.093,0.007,0.015
"P07","5",0.051,0.048,0.075,0.1,0.25,0.073,0.159,0.137,0.072
"P07","6",0.002,0.024,0.012,0.026,0.034,0.124,0.024,0.033,0.01
"P07","7",0.006,0.044,0.005,0.046,0.039,0.032,0.175,0.034,0.034
"P07","8",0.001,0.008,0.021,0.002,0.035,0.087,0.085,0.186,0.026
"P07","9",0.308,0.327,0.152,0.207,0.278,0.26,0.192,0.253,0.522
"P09","Del Frente de Todos y el peronismo",0.558,0.475,0.512,0.353,0.289,0.204,0.123,0.22,0.179
"P09","De Juntos por el cambio",0.198,0.248,0.206,0.189,0.277,0.324,0.496,0.398,0.358
"P09","De los Liberales libertarios",0.078,0.044,0.02,0.122,0.182,0.19,0.217,0.271,0.302
"P09","De la Izquierda",0.042,0.092,0.086,0.015,0.076,0,0.029,0.011,0.018
"P09","No sabe",0.124,0.141,0.176,0.321,0.176,0.282,0.135,0.1,0.143
"P10","A Alberto Fernández",0.218,0.077,0.046,0.148,0.165,0.162,0.185,0.361,0.19
"P10","A Sergio Massa",0.159,0.291,0.207,0.33,0.31,0.241,0.074,0.28,0.231
"P10","A algún candidato del peronismo",0.127,0.116,0.197,0.156,0.136,0.1,0.165,0.146,0.152
"P10","A algún candidato del kirchnerismo",0.496,0.516,0.55,0.366,0.389,0.497,0.576,0.213,0.427
"P11","A Alberto Fernández",0.121,0.087,0.029,0.017,0.117,0,0.063,0.271,0.179
"P11","A Sergio Massa",0.111,0.272,0.084,0.44,0.182,0.123,0.071,0.096,0.129
"P11","A algún candidato del peronismo",0.116,0.053,0.152,0.119,0.106,0.205,0.108,0.225,0.094
